Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
155,UDP,Email Transmission,Normal,172.16.17.122,192.168.216.114
745,UDP,SQL Injection,Malicious,172.16.97.201,192.168.65.190
161,UDP,VPN Tunnel,Normal,172.16.35.167,192.168.145.184
1286,TCP,File Transfer,Malicious,172.16.59.49,192.168.29.24
637,UDP,ARP Spoofing,Normal,172.16.85.199,192.168.77.107
1053,TCP,Unauthorized Access,Malicious,172.16.84.117,192.168.212.60
737,TCP,Malware Command,Normal,172.16.17.155,192.168.63.148
1184,ICMP,VPN Tunnel,Normal,172.16.104.194,192.168.180.38
708,ICMP,Cloud Sync,Malicious,172.16.187.24,192.168.207.76
828,ICMP,API Request,Malicious,172.16.79.194,192.168.84.245
257,UDP,Cloud Sync,Malicious,172.16.180.112,192.168.73.243
966,ICMP,Web Request,Normal,172.16.2.67,192.168.47.93
1037,UDP,Email Transmission,Malicious,172.16.41.73,192.168.104.152
213,TCP,Port Scan,Normal,172.16.166.2,192.168.224.133
809,TCP,Unauthorized Access,Normal,172.16.119.46,192.168.55.73
112,TCP,Suspicious Payload,Normal,172.16.153.15,192.168.23.22
775,ICMP,Botnet Traffic,Malicious,172.16.119.232,192.168.39.242
1182,ICMP,SQL Injection,Malicious,172.16.27.224,192.168.53.48
361,ICMP,Malware Command,Normal,172.16.134.166,192.168.148.120
1201,ICMP,DNS Query,Malicious,172.16.141.21,192.168.52.160
892,TCP,Malware Command,Normal,172.16.6.90,192.168.223.157
823,UDP,Database Query,Malicious,172.16.190.24,192.168.39.104
1178,TCP,Port Scan,Malicious,172.16.175.64,192.168.11.159
613,TCP,User Login,Malicious,172.16.143.35,192.168.28.66
1147,UDP,API Request,Normal,172.16.229.84,192.168.166.32
109,TCP,Cloud Sync,Normal,172.16.112.239,192.168.253.38
1325,ICMP,File Transfer,Normal,172.16.144.154,192.168.150.76
1218,TCP,Port Scan,Normal,172.16.112.185,192.168.239.115
283,UDP,Data Exfiltration,Malicious,172.16.5.204,192.168.145.124
723,TCP,Unauthorized Access,Malicious,172.16.87.53,192.168.230.107
455,UDP,VPN Tunnel,Normal,172.16.173.91,192.168.80.191
118,ICMP,Suspicious Payload,Normal,172.16.128.30,192.168.237.194
405,UDP,API Request,Normal,172.16.193.20,192.168.9.11
929,ICMP,Malware Command,Normal,172.16.5.42,192.168.30.180
255,UDP,Brute Force Login,Normal,172.16.183.14,192.168.222.38
1483,ICMP,File Transfer,Normal,172.16.230.172,192.168.148.125
111,UDP,Unauthorized Access,Malicious,172.16.146.71,192.168.151.140
347,TCP,Web Request,Normal,172.16.190.98,192.168.184.8
885,TCP,File Transfer,Malicious,172.16.75.57,192.168.254.160
63,TCP,DNS Query,Normal,172.16.212.183,192.168.81.24
1038,ICMP,Malware Command,Normal,172.16.136.34,192.168.195.190
770,TCP,API Request,Normal,172.16.216.63,192.168.38.139
1432,TCP,Brute Force Login,Malicious,172.16.3.95,192.168.32.166
800,UDP,Web Request,Malicious,172.16.124.79,192.168.166.88
973,TCP,VPN Tunnel,Malicious,172.16.31.3,192.168.222.219
210,ICMP,Unauthorized Access,Normal,172.16.104.187,192.168.49.181
1424,UDP,Data Exfiltration,Normal,172.16.3.52,192.168.153.116
615,UDP,User Login,Malicious,172.16.204.63,192.168.61.35
1023,UDP,Heartbeat Packet,Normal,172.16.144.241,192.168.177.187
1313,ICMP,Database Query,Malicious,172.16.176.113,192.168.64.244
580,ICMP,Database Query,Normal,172.16.234.44,192.168.229.96
463,ICMP,Cloud Sync,Normal,172.16.204.184,192.168.218.205
548,UDP,Port Scan,Malicious,172.16.195.223,192.168.153.202
945,UDP,Database Query,Normal,172.16.190.20,192.168.241.193
1125,TCP,User Login,Malicious,172.16.222.151,192.168.75.209
609,UDP,File Transfer,Malicious,172.16.199.238,192.168.144.227
1212,ICMP,File Transfer,Malicious,172.16.88.44,192.168.81.160
448,UDP,API Request,Malicious,172.16.130.22,192.168.93.165
293,ICMP,File Transfer,Malicious,172.16.207.10,192.168.56.205
975,UDP,User Login,Normal,172.16.243.83,192.168.238.231
624,TCP,Database Query,Malicious,172.16.176.200,192.168.232.8
645,ICMP,ARP Spoofing,Normal,172.16.77.23,192.168.101.115
121,UDP,Database Query,Malicious,172.16.235.7,192.168.115.25
269,TCP,Email Transmission,Normal,172.16.109.219,192.168.163.188
793,UDP,DDoS SYN Flood,Malicious,172.16.35.227,192.168.251.149
971,UDP,Brute Force Login,Normal,172.16.76.11,192.168.160.62
172,ICMP,Web Request,Normal,172.16.118.91,192.168.214.219
590,UDP,File Transfer,Malicious,172.16.252.201,192.168.202.46
142,ICMP,Data Exfiltration,Normal,172.16.133.253,192.168.250.172
400,UDP,Web Request,Malicious,172.16.154.153,192.168.92.144
1336,TCP,Database Query,Malicious,172.16.218.60,192.168.243.191
1396,TCP,ARP Spoofing,Malicious,172.16.195.192,192.168.85.52
663,ICMP,ARP Spoofing,Malicious,172.16.167.186,192.168.48.71
408,UDP,Brute Force Login,Malicious,172.16.245.144,192.168.91.76
151,UDP,Botnet Traffic,Normal,172.16.159.92,192.168.169.146
813,ICMP,API Request,Normal,172.16.214.151,192.168.153.108
1368,ICMP,API Request,Malicious,172.16.50.118,192.168.240.228
296,ICMP,Database Query,Malicious,172.16.234.177,192.168.153.153
1364,TCP,DDoS SYN Flood,Malicious,172.16.183.60,192.168.194.154
372,UDP,SQL Injection,Normal,172.16.1.39,192.168.246.148
583,UDP,Data Exfiltration,Normal,172.16.51.37,192.168.113.51
1030,ICMP,API Request,Malicious,172.16.138.169,192.168.7.188
513,ICMP,Suspicious Payload,Malicious,172.16.87.37,192.168.151.74
62,UDP,API Request,Malicious,172.16.44.119,192.168.211.72
339,UDP,Suspicious Payload,Malicious,172.16.128.227,192.168.46.167
689,TCP,Suspicious Payload,Malicious,172.16.148.138,192.168.235.58
939,UDP,Email Transmission,Malicious,172.16.205.193,192.168.213.160
118,UDP,SQL Injection,Normal,172.16.195.13,192.168.209.197
262,TCP,SQL Injection,Normal,172.16.242.26,192.168.170.139
603,ICMP,Email Transmission,Normal,172.16.177.8,192.168.69.51
381,TCP,Unauthorized Access,Malicious,172.16.70.168,192.168.17.154
205,TCP,Malware Command,Malicious,172.16.75.173,192.168.100.93
754,UDP,Heartbeat Packet,Malicious,172.16.212.196,192.168.159.43
548,ICMP,Web Request,Malicious,172.16.76.90,192.168.44.22
873,UDP,Database Query,Malicious,172.16.236.227,192.168.176.156
898,UDP,Brute Force Login,Malicious,172.16.9.30,192.168.194.87
447,ICMP,Database Query,Malicious,172.16.63.230,192.168.198.89
1267,TCP,Malware Command,Normal,172.16.237.197,192.168.215.241
748,ICMP,File Transfer,Normal,172.16.228.131,192.168.44.18
1214,UDP,VPN Tunnel,Normal,172.16.163.151,192.168.149.76
