Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
692,TCP,Suspicious Payload,High,192.168.100.120,10.0.50.143,Malicious
1104,TCP,ARP Spoofing,Critical,192.168.100.182,10.0.50.200,Malicious
457,TCP,SQL Injection,High,192.168.100.229,10.0.50.113,Malicious
1205,TCP,Suspicious Payload,Critical,192.168.100.198,10.0.50.80,Malicious
1425,ICMP,Data Exfiltration,Critical,192.168.100.92,10.0.50.232,Malicious
1076,TCP,SQL Injection,Critical,192.168.100.165,10.0.50.114,Malicious
774,UDP,ARP Spoofing,Critical,192.168.100.83,10.0.50.197,Malicious
1027,UDP,Port Scan,Critical,192.168.100.174,10.0.50.245,Malicious
332,TCP,SQL Injection,Critical,192.168.100.201,10.0.50.96,Malicious
931,UDP,ARP Spoofing,Critical,192.168.100.130,10.0.50.191,Malicious
787,UDP,Unauthorized Access,Critical,192.168.100.30,10.0.50.119,Malicious
852,TCP,Unauthorized Access,Critical,192.168.100.61,10.0.50.167,Malicious
202,ICMP,Port Scan,High,192.168.100.207,10.0.50.218,Malicious
1199,ICMP,Unauthorized Access,Critical,192.168.100.42,10.0.50.238,Malicious
785,ICMP,ARP Spoofing,Critical,192.168.100.203,10.0.50.142,Malicious
581,TCP,ARP Spoofing,Critical,192.168.100.202,10.0.50.247,Malicious
1390,UDP,Unauthorized Access,High,192.168.100.43,10.0.50.177,Malicious
382,TCP,Botnet Traffic,High,192.168.100.193,10.0.50.63,Malicious
616,ICMP,Data Exfiltration,High,192.168.100.199,10.0.50.150,Malicious
611,ICMP,Malware Command,High,192.168.100.61,10.0.50.83,Malicious
996,UDP,Port Scan,High,192.168.100.72,10.0.50.65,Malicious
1165,TCP,SQL Injection,High,192.168.100.141,10.0.50.154,Malicious
1406,UDP,Unauthorized Access,High,192.168.100.151,10.0.50.78,Malicious
445,TCP,Botnet Traffic,Critical,192.168.100.97,10.0.50.197,Malicious
1479,TCP,Port Scan,Critical,192.168.100.168,10.0.50.157,Malicious
1092,UDP,Malware Command,Critical,192.168.100.105,10.0.50.1,Malicious
1463,TCP,DDoS SYN Flood,Critical,192.168.100.147,10.0.50.79,Malicious
1111,ICMP,DDoS SYN Flood,Critical,192.168.100.124,10.0.50.16,Malicious
1138,TCP,Unauthorized Access,Critical,192.168.100.250,10.0.50.71,Malicious
1277,UDP,Data Exfiltration,High,192.168.100.16,10.0.50.149,Malicious
1248,UDP,Malware Command,Critical,192.168.100.101,10.0.50.69,Malicious
1464,ICMP,Port Scan,High,192.168.100.119,10.0.50.225,Malicious
275,ICMP,DDoS SYN Flood,Critical,192.168.100.111,10.0.50.150,Malicious
1277,UDP,Unauthorized Access,High,192.168.100.247,10.0.50.71,Malicious
954,TCP,Unauthorized Access,High,192.168.100.233,10.0.50.93,Malicious
742,ICMP,Malware Command,High,192.168.100.6,10.0.50.100,Malicious
1299,TCP,Data Exfiltration,High,192.168.100.89,10.0.50.180,Malicious
1333,UDP,Unauthorized Access,Critical,192.168.100.27,10.0.50.46,Malicious
950,TCP,ARP Spoofing,Critical,192.168.100.252,10.0.50.61,Malicious
497,TCP,Brute Force Login,High,192.168.100.234,10.0.50.199,Malicious
614,TCP,Malware Command,Critical,192.168.100.122,10.0.50.167,Malicious
926,TCP,Malware Command,High,192.168.100.229,10.0.50.246,Malicious
372,ICMP,ARP Spoofing,High,192.168.100.183,10.0.50.28,Malicious
1260,ICMP,Malware Command,High,192.168.100.188,10.0.50.184,Malicious
310,TCP,ARP Spoofing,High,192.168.100.101,10.0.50.74,Malicious
1009,TCP,ARP Spoofing,Critical,192.168.100.7,10.0.50.200,Malicious
1112,ICMP,Port Scan,High,192.168.100.227,10.0.50.16,Malicious
1194,ICMP,Unauthorized Access,Critical,192.168.100.41,10.0.50.27,Malicious
1015,TCP,DDoS SYN Flood,Critical,192.168.100.65,10.0.50.146,Malicious
1159,ICMP,Unauthorized Access,High,192.168.100.40,10.0.50.227,Malicious
532,ICMP,Botnet Traffic,Critical,192.168.100.97,10.0.50.134,Malicious
963,TCP,Port Scan,Critical,192.168.100.201,10.0.50.161,Malicious
1378,TCP,Port Scan,High,192.168.100.209,10.0.50.131,Malicious
873,UDP,DDoS SYN Flood,Critical,192.168.100.58,10.0.50.185,Malicious
1215,TCP,Malware Command,Critical,192.168.100.161,10.0.50.147,Malicious
1244,TCP,Data Exfiltration,Critical,192.168.100.78,10.0.50.59,Malicious
573,UDP,SQL Injection,High,192.168.100.124,10.0.50.43,Malicious
397,ICMP,DDoS SYN Flood,Critical,192.168.100.199,10.0.50.247,Malicious
1037,ICMP,SQL Injection,High,192.168.100.241,10.0.50.104,Malicious
859,UDP,Port Scan,Critical,192.168.100.136,10.0.50.200,Malicious
212,TCP,Data Exfiltration,High,192.168.100.64,10.0.50.133,Malicious
842,ICMP,Port Scan,Critical,192.168.100.148,10.0.50.11,Malicious
1435,ICMP,Port Scan,High,192.168.100.169,10.0.50.193,Malicious
645,TCP,DDoS SYN Flood,High,192.168.100.23,10.0.50.121,Malicious
1060,ICMP,Malware Command,Critical,192.168.100.127,10.0.50.67,Malicious
496,UDP,DDoS SYN Flood,High,192.168.100.37,10.0.50.231,Malicious
1196,UDP,Brute Force Login,Critical,192.168.100.190,10.0.50.210,Malicious
1316,TCP,Brute Force Login,High,192.168.100.119,10.0.50.181,Malicious
797,ICMP,Malware Command,High,192.168.100.83,10.0.50.105,Malicious
689,UDP,Suspicious Payload,High,192.168.100.42,10.0.50.185,Malicious
287,UDP,ARP Spoofing,Critical,192.168.100.119,10.0.50.79,Malicious
797,TCP,Unauthorized Access,High,192.168.100.151,10.0.50.22,Malicious
632,ICMP,Malware Command,Critical,192.168.100.122,10.0.50.168,Malicious
346,ICMP,Port Scan,High,192.168.100.221,10.0.50.108,Malicious
381,ICMP,Botnet Traffic,High,192.168.100.134,10.0.50.13,Malicious
1287,ICMP,Botnet Traffic,High,192.168.100.206,10.0.50.23,Malicious
545,TCP,Data Exfiltration,Critical,192.168.100.219,10.0.50.64,Malicious
415,TCP,Brute Force Login,Critical,192.168.100.4,10.0.50.38,Malicious
488,TCP,Suspicious Payload,High,192.168.100.46,10.0.50.19,Malicious
