Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
669,ICMP,DDoS SYN Flood,Critical,192.168.100.178,10.0.50.67,Malicious
1039,UDP,DDoS SYN Flood,Critical,192.168.100.205,10.0.50.135,Malicious
1411,UDP,ARP Spoofing,Critical,192.168.100.202,10.0.50.252,Malicious
542,ICMP,ARP Spoofing,Critical,192.168.100.184,10.0.50.103,Malicious
1165,UDP,Malware Command,High,192.168.100.227,10.0.50.34,Malicious
983,TCP,Data Exfiltration,Critical,192.168.100.71,10.0.50.250,Malicious
763,TCP,Port Scan,Critical,192.168.100.136,10.0.50.68,Malicious
921,TCP,Suspicious Payload,Critical,192.168.100.141,10.0.50.25,Malicious
224,TCP,Data Exfiltration,High,192.168.100.227,10.0.50.45,Malicious
998,TCP,Malware Command,High,192.168.100.219,10.0.50.66,Malicious
658,TCP,Malware Command,High,192.168.100.226,10.0.50.56,Malicious
217,TCP,Malware Command,High,192.168.100.204,10.0.50.98,Malicious
785,TCP,Botnet Traffic,Critical,192.168.100.117,10.0.50.113,Malicious
907,TCP,Malware Command,High,192.168.100.221,10.0.50.206,Malicious
366,ICMP,ARP Spoofing,High,192.168.100.248,10.0.50.116,Malicious
788,ICMP,Port Scan,High,192.168.100.249,10.0.50.13,Malicious
1023,TCP,Botnet Traffic,Critical,192.168.100.10,10.0.50.252,Malicious
222,TCP,Suspicious Payload,High,192.168.100.59,10.0.50.33,Malicious
806,UDP,Port Scan,Critical,192.168.100.60,10.0.50.249,Malicious
478,ICMP,Brute Force Login,High,192.168.100.169,10.0.50.253,Malicious
297,ICMP,Botnet Traffic,High,192.168.100.53,10.0.50.101,Malicious
1103,ICMP,Malware Command,Critical,192.168.100.186,10.0.50.71,Malicious
1076,UDP,Botnet Traffic,High,192.168.100.81,10.0.50.122,Malicious
300,ICMP,Botnet Traffic,Critical,192.168.100.94,10.0.50.134,Malicious
433,UDP,SQL Injection,Critical,192.168.100.80,10.0.50.159,Malicious
344,UDP,DDoS SYN Flood,Critical,192.168.100.86,10.0.50.68,Malicious
664,TCP,Botnet Traffic,Critical,192.168.100.4,10.0.50.80,Malicious
795,UDP,Malware Command,Critical,192.168.100.95,10.0.50.101,Malicious
1188,UDP,Unauthorized Access,High,192.168.100.87,10.0.50.125,Malicious
1315,TCP,Suspicious Payload,Critical,192.168.100.187,10.0.50.115,Malicious
596,ICMP,ARP Spoofing,Critical,192.168.100.18,10.0.50.245,Malicious
557,ICMP,ARP Spoofing,Critical,192.168.100.16,10.0.50.137,Malicious
829,UDP,SQL Injection,High,192.168.100.27,10.0.50.126,Malicious
1441,TCP,DDoS SYN Flood,Critical,192.168.100.183,10.0.50.240,Malicious
1369,ICMP,Unauthorized Access,Critical,192.168.100.102,10.0.50.115,Malicious
832,TCP,SQL Injection,High,192.168.100.246,10.0.50.146,Malicious
1444,ICMP,Botnet Traffic,Critical,192.168.100.29,10.0.50.62,Malicious
1335,ICMP,Malware Command,High,192.168.100.115,10.0.50.245,Malicious
935,UDP,Port Scan,Critical,192.168.100.76,10.0.50.144,Malicious
1316,ICMP,Unauthorized Access,High,192.168.100.37,10.0.50.172,Malicious
738,UDP,Brute Force Login,High,192.168.100.219,10.0.50.104,Malicious
524,ICMP,Suspicious Payload,Critical,192.168.100.107,10.0.50.51,Malicious
1127,UDP,SQL Injection,Critical,192.168.100.71,10.0.50.113,Malicious
730,TCP,Data Exfiltration,Critical,192.168.100.20,10.0.50.186,Malicious
848,UDP,Malware Command,High,192.168.100.16,10.0.50.117,Malicious
1055,UDP,Malware Command,High,192.168.100.20,10.0.50.201,Malicious
1344,TCP,DDoS SYN Flood,High,192.168.100.199,10.0.50.160,Malicious
1015,TCP,Port Scan,Critical,192.168.100.44,10.0.50.245,Malicious
246,UDP,SQL Injection,High,192.168.100.136,10.0.50.40,Malicious
1011,ICMP,DDoS SYN Flood,Critical,192.168.100.38,10.0.50.214,Malicious
549,UDP,Malware Command,High,192.168.100.138,10.0.50.120,Malicious
1235,ICMP,DDoS SYN Flood,High,192.168.100.43,10.0.50.152,Malicious
470,TCP,Port Scan,High,192.168.100.2,10.0.50.93,Malicious
716,TCP,Brute Force Login,Critical,192.168.100.26,10.0.50.131,Malicious
1303,TCP,Data Exfiltration,High,192.168.100.235,10.0.50.62,Malicious
772,ICMP,Unauthorized Access,High,192.168.100.200,10.0.50.3,Malicious
1332,UDP,ARP Spoofing,Critical,192.168.100.101,10.0.50.12,Malicious
834,ICMP,Brute Force Login,Critical,192.168.100.151,10.0.50.136,Malicious
322,ICMP,ARP Spoofing,Critical,192.168.100.15,10.0.50.199,Malicious
423,TCP,Malware Command,High,192.168.100.152,10.0.50.78,Malicious
854,ICMP,Malware Command,High,192.168.100.217,10.0.50.69,Malicious
