Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
1185,TCP,SQL Injection,High,192.168.100.59,10.0.50.97,Malicious
479,UDP,Malware Command,Critical,192.168.100.62,10.0.50.57,Malicious
1340,TCP,Unauthorized Access,Critical,192.168.100.18,10.0.50.105,Malicious
756,ICMP,DDoS SYN Flood,High,192.168.100.101,10.0.50.184,Malicious
893,TCP,ARP Spoofing,Critical,192.168.100.15,10.0.50.169,Malicious
497,TCP,Malware Command,Critical,192.168.100.233,10.0.50.42,Malicious
815,ICMP,DDoS SYN Flood,Critical,192.168.100.53,10.0.50.70,Malicious
849,ICMP,Data Exfiltration,High,192.168.100.183,10.0.50.246,Malicious
1107,ICMP,Suspicious Payload,Critical,192.168.100.8,10.0.50.213,Malicious
1162,UDP,Port Scan,High,192.168.100.61,10.0.50.188,Malicious
1270,ICMP,ARP Spoofing,Critical,192.168.100.21,10.0.50.145,Malicious
897,ICMP,Botnet Traffic,High,192.168.100.154,10.0.50.182,Malicious
941,TCP,Data Exfiltration,High,192.168.100.30,10.0.50.164,Malicious
1353,TCP,SQL Injection,Critical,192.168.100.126,10.0.50.237,Malicious
389,UDP,Botnet Traffic,High,192.168.100.131,10.0.50.203,Malicious
678,TCP,DDoS SYN Flood,High,192.168.100.161,10.0.50.194,Malicious
1190,ICMP,Unauthorized Access,High,192.168.100.228,10.0.50.25,Malicious
359,UDP,DDoS SYN Flood,High,192.168.100.138,10.0.50.198,Malicious
544,TCP,Port Scan,High,192.168.100.59,10.0.50.19,Malicious
397,TCP,Botnet Traffic,Critical,192.168.100.21,10.0.50.40,Malicious
476,TCP,Data Exfiltration,High,192.168.100.225,10.0.50.186,Malicious
635,ICMP,Malware Command,High,192.168.100.152,10.0.50.45,Malicious
532,TCP,Suspicious Payload,Critical,192.168.100.177,10.0.50.31,Malicious
651,TCP,DDoS SYN Flood,Critical,192.168.100.233,10.0.50.142,Malicious
493,ICMP,Botnet Traffic,High,192.168.100.54,10.0.50.127,Malicious
383,UDP,Port Scan,High,192.168.100.34,10.0.50.245,Malicious
1169,ICMP,Data Exfiltration,High,192.168.100.176,10.0.50.142,Malicious
1323,UDP,Suspicious Payload,Critical,192.168.100.242,10.0.50.231,Malicious
719,TCP,Botnet Traffic,Critical,192.168.100.53,10.0.50.34,Malicious
318,ICMP,Botnet Traffic,High,192.168.100.24,10.0.50.54,Malicious
898,UDP,Suspicious Payload,Critical,192.168.100.197,10.0.50.158,Malicious
570,TCP,Port Scan,Critical,192.168.100.81,10.0.50.245,Malicious
864,TCP,SQL Injection,High,192.168.100.204,10.0.50.102,Malicious
464,ICMP,Data Exfiltration,Critical,192.168.100.57,10.0.50.126,Malicious
603,UDP,Data Exfiltration,Critical,192.168.100.209,10.0.50.143,Malicious
729,UDP,Port Scan,Critical,192.168.100.244,10.0.50.253,Malicious
621,ICMP,Port Scan,High,192.168.100.210,10.0.50.68,Malicious
1084,ICMP,Port Scan,Critical,192.168.100.153,10.0.50.149,Malicious
261,TCP,ARP Spoofing,Critical,192.168.100.224,10.0.50.81,Malicious
1327,TCP,ARP Spoofing,High,192.168.100.70,10.0.50.210,Malicious
229,TCP,Brute Force Login,Critical,192.168.100.50,10.0.50.37,Malicious
1477,TCP,DDoS SYN Flood,High,192.168.100.156,10.0.50.14,Malicious
304,UDP,Brute Force Login,Critical,192.168.100.199,10.0.50.222,Malicious
480,TCP,Botnet Traffic,High,192.168.100.143,10.0.50.253,Malicious
1047,UDP,Malware Command,High,192.168.100.157,10.0.50.102,Malicious
759,ICMP,Botnet Traffic,High,192.168.100.167,10.0.50.189,Malicious
348,UDP,Data Exfiltration,High,192.168.100.137,10.0.50.128,Malicious
1198,ICMP,Botnet Traffic,High,192.168.100.124,10.0.50.167,Malicious
682,UDP,SQL Injection,Critical,192.168.100.123,10.0.50.142,Malicious
716,TCP,ARP Spoofing,High,192.168.100.251,10.0.50.187,Malicious
1303,ICMP,Malware Command,High,192.168.100.97,10.0.50.243,Malicious
769,TCP,Suspicious Payload,High,192.168.100.97,10.0.50.152,Malicious
759,UDP,Unauthorized Access,High,192.168.100.74,10.0.50.167,Malicious
1463,TCP,SQL Injection,Critical,192.168.100.71,10.0.50.108,Malicious
1279,TCP,ARP Spoofing,Critical,192.168.100.54,10.0.50.187,Malicious
1073,UDP,Malware Command,Critical,192.168.100.150,10.0.50.253,Malicious
860,TCP,DDoS SYN Flood,Critical,192.168.100.52,10.0.50.81,Malicious
486,UDP,SQL Injection,High,192.168.100.160,10.0.50.55,Malicious
796,TCP,SQL Injection,Critical,192.168.100.254,10.0.50.132,Malicious
346,ICMP,SQL Injection,High,192.168.100.81,10.0.50.223,Malicious
829,TCP,Port Scan,High,192.168.100.208,10.0.50.163,Malicious
1288,ICMP,Port Scan,Critical,192.168.100.244,10.0.50.218,Malicious
368,UDP,Port Scan,High,192.168.100.224,10.0.50.242,Malicious
1315,ICMP,Brute Force Login,High,192.168.100.80,10.0.50.188,Malicious
1450,TCP,ARP Spoofing,Critical,192.168.100.101,10.0.50.236,Malicious
585,UDP,ARP Spoofing,Critical,192.168.100.220,10.0.50.13,Malicious
487,UDP,Port Scan,Critical,192.168.100.166,10.0.50.113,Malicious
393,ICMP,Botnet Traffic,High,192.168.100.56,10.0.50.132,Malicious
1115,ICMP,DDoS SYN Flood,High,192.168.100.37,10.0.50.247,Malicious
1034,ICMP,Malware Command,High,192.168.100.92,10.0.50.123,Malicious
479,UDP,SQL Injection,High,192.168.100.233,10.0.50.79,Malicious
903,UDP,Botnet Traffic,High,192.168.100.6,10.0.50.106,Malicious
330,ICMP,Botnet Traffic,Critical,192.168.100.171,10.0.50.162,Malicious
1327,ICMP,Brute Force Login,Critical,192.168.100.174,10.0.50.22,Malicious
730,ICMP,DDoS SYN Flood,Critical,192.168.100.6,10.0.50.141,Malicious
