Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
587,TCP,Botnet Traffic,Normal,172.16.108.213,192.168.126.197
1391,UDP,VPN Tunnel,Malicious,172.16.232.130,192.168.251.105
232,TCP,DNS Query,Malicious,172.16.55.17,192.168.35.172
534,UDP,Malware Command,Malicious,172.16.206.63,192.168.214.178
1204,UDP,Web Request,Malicious,172.16.10.107,192.168.82.79
1008,UDP,Email Transmission,Malicious,172.16.147.202,192.168.190.193
1194,UDP,DNS Query,Malicious,172.16.81.81,192.168.8.247
468,UDP,Cloud Sync,Normal,172.16.87.68,192.168.155.126
177,UDP,Brute Force Login,Normal,172.16.30.158,192.168.230.42
237,ICMP,SQL Injection,Malicious,172.16.232.22,192.168.67.246
529,UDP,VPN Tunnel,Normal,172.16.31.37,192.168.87.211
930,UDP,Suspicious Payload,Normal,172.16.206.38,192.168.217.46
882,ICMP,Cloud Sync,Normal,172.16.159.222,192.168.5.225
243,UDP,DNS Query,Normal,172.16.182.211,192.168.230.175
400,TCP,Cloud Sync,Malicious,172.16.24.37,192.168.137.195
1232,UDP,Unauthorized Access,Normal,172.16.179.178,192.168.164.217
610,ICMP,User Login,Malicious,172.16.37.58,192.168.217.42
312,UDP,Cloud Sync,Malicious,172.16.115.5,192.168.82.116
578,TCP,ARP Spoofing,Malicious,172.16.127.99,192.168.41.241
617,TCP,Suspicious Payload,Malicious,172.16.34.19,192.168.72.249
253,UDP,Database Query,Malicious,172.16.209.18,192.168.146.236
1473,TCP,API Request,Malicious,172.16.149.52,192.168.75.178
833,ICMP,Email Transmission,Normal,172.16.232.202,192.168.187.34
977,UDP,Web Request,Normal,172.16.75.11,192.168.58.141
900,UDP,Unauthorized Access,Malicious,172.16.187.191,192.168.135.131
1020,UDP,Suspicious Payload,Malicious,172.16.211.87,192.168.90.164
1286,TCP,Heartbeat Packet,Normal,172.16.83.37,192.168.151.213
345,UDP,Email Transmission,Malicious,172.16.221.143,192.168.141.124
326,ICMP,Port Scan,Normal,172.16.178.199,192.168.127.25
423,TCP,Cloud Sync,Normal,172.16.162.50,192.168.253.85
1432,UDP,File Transfer,Malicious,172.16.66.146,192.168.142.199
719,UDP,Database Query,Malicious,172.16.20.175,192.168.96.204
784,TCP,Data Exfiltration,Malicious,172.16.15.222,192.168.226.169
436,TCP,Email Transmission,Malicious,172.16.227.220,192.168.42.3
528,ICMP,Brute Force Login,Malicious,172.16.134.162,192.168.177.226
1121,UDP,API Request,Normal,172.16.100.83,192.168.230.181
1130,TCP,API Request,Malicious,172.16.22.148,192.168.177.7
253,TCP,Web Request,Normal,172.16.195.25,192.168.23.225
243,UDP,Suspicious Payload,Malicious,172.16.122.246,192.168.15.163
1043,TCP,Port Scan,Malicious,172.16.190.194,192.168.163.62
912,UDP,VPN Tunnel,Normal,172.16.249.190,192.168.8.196
669,TCP,Port Scan,Malicious,172.16.170.70,192.168.126.35
322,UDP,Unauthorized Access,Malicious,172.16.32.200,192.168.141.78
321,UDP,Heartbeat Packet,Normal,172.16.245.137,192.168.27.249
1336,ICMP,DNS Query,Normal,172.16.37.186,192.168.93.57
630,UDP,Malware Command,Normal,172.16.34.154,192.168.61.50
93,TCP,Malware Command,Normal,172.16.11.54,192.168.203.58
1220,TCP,Heartbeat Packet,Malicious,172.16.207.254,192.168.179.134
551,ICMP,SQL Injection,Malicious,172.16.60.69,192.168.246.30
762,UDP,Web Request,Malicious,172.16.238.83,192.168.166.230
159,TCP,Heartbeat Packet,Malicious,172.16.187.140,192.168.69.90
1396,UDP,DNS Query,Malicious,172.16.182.233,192.168.254.207
995,TCP,Cloud Sync,Malicious,172.16.3.205,192.168.13.129
154,TCP,Port Scan,Malicious,172.16.94.156,192.168.180.94
1195,UDP,SQL Injection,Malicious,172.16.14.143,192.168.47.47
859,UDP,Web Request,Malicious,172.16.157.204,192.168.168.217
147,UDP,Email Transmission,Malicious,172.16.132.169,192.168.15.210
141,ICMP,VPN Tunnel,Malicious,172.16.69.168,192.168.138.76
966,ICMP,SQL Injection,Normal,172.16.138.162,192.168.137.106
823,TCP,Malware Command,Normal,172.16.240.194,192.168.169.145
1133,ICMP,Port Scan,Malicious,172.16.178.228,192.168.49.148
1365,ICMP,Suspicious Payload,Malicious,172.16.21.185,192.168.90.230
604,ICMP,Brute Force Login,Malicious,172.16.206.49,192.168.135.222
188,UDP,Heartbeat Packet,Normal,172.16.201.135,192.168.14.250
1102,ICMP,File Transfer,Malicious,172.16.217.218,192.168.182.137
507,TCP,Brute Force Login,Normal,172.16.232.187,192.168.138.225
364,TCP,File Transfer,Normal,172.16.207.251,192.168.197.218
1337,UDP,Unauthorized Access,Normal,172.16.126.242,192.168.89.67
1091,ICMP,SQL Injection,Malicious,172.16.184.12,192.168.122.206
1373,ICMP,Web Request,Normal,172.16.148.172,192.168.155.51
1391,ICMP,API Request,Malicious,172.16.10.47,192.168.138.195
1434,TCP,Malware Command,Normal,172.16.240.206,192.168.235.159
353,UDP,SQL Injection,Malicious,172.16.112.201,192.168.199.16
160,TCP,Web Request,Normal,172.16.209.242,192.168.240.157
1383,ICMP,SQL Injection,Malicious,172.16.224.77,192.168.154.35
1318,TCP,Data Exfiltration,Normal,172.16.247.131,192.168.232.64
1222,ICMP,VPN Tunnel,Malicious,172.16.93.198,192.168.200.97
921,ICMP,DDoS SYN Flood,Normal,172.16.36.35,192.168.181.177
511,ICMP,API Request,Malicious,172.16.171.73,192.168.75.23
713,TCP,Email Transmission,Malicious,172.16.190.93,192.168.166.233
274,ICMP,File Transfer,Malicious,172.16.104.171,192.168.164.10
1379,UDP,SQL Injection,Malicious,172.16.190.119,192.168.125.231
1381,UDP,Database Query,Malicious,172.16.16.206,192.168.97.212
1369,TCP,Data Exfiltration,Malicious,172.16.40.180,192.168.209.228
54,ICMP,Email Transmission,Malicious,172.16.204.20,192.168.63.19
85,UDP,SQL Injection,Malicious,172.16.27.16,192.168.134.91
908,TCP,Brute Force Login,Malicious,172.16.36.238,192.168.113.134
89,ICMP,Cloud Sync,Normal,172.16.245.153,192.168.15.137
795,UDP,File Transfer,Normal,172.16.241.112,192.168.78.119
102,ICMP,VPN Tunnel,Malicious,172.16.232.106,192.168.188.73
520,UDP,Email Transmission,Malicious,172.16.36.59,192.168.35.40
390,TCP,Database Query,Malicious,172.16.234.242,192.168.214.192
379,UDP,VPN Tunnel,Malicious,172.16.146.187,192.168.184.115
332,UDP,Data Exfiltration,Malicious,172.16.58.137,192.168.193.13
94,TCP,Web Request,Normal,172.16.202.188,192.168.248.173
320,TCP,Port Scan,Normal,172.16.13.174,192.168.59.38
770,TCP,Suspicious Payload,Malicious,172.16.112.61,192.168.85.67
1155,TCP,Email Transmission,Normal,172.16.213.78,192.168.40.231
939,ICMP,Web Request,Malicious,172.16.177.139,192.168.82.167
1204,ICMP,Botnet Traffic,Normal,172.16.150.253,192.168.86.83
129,TCP,Malware Command,Normal,172.16.18.146,192.168.238.21
76,TCP,Cloud Sync,Normal,172.16.134.74,192.168.79.90
225,TCP,Web Request,Malicious,172.16.15.144,192.168.129.86
681,UDP,DNS Query,Malicious,172.16.62.3,192.168.2.219
1409,TCP,Heartbeat Packet,Normal,172.16.232.229,192.168.47.79
896,TCP,Unauthorized Access,Normal,172.16.193.164,192.168.26.25
778,UDP,DNS Query,Normal,172.16.139.151,192.168.122.170
1017,TCP,Botnet Traffic,Malicious,172.16.201.31,192.168.152.19
1163,ICMP,Malware Command,Malicious,172.16.191.125,192.168.214.50
109,ICMP,DDoS SYN Flood,Malicious,172.16.133.78,192.168.241.214
1159,TCP,Data Exfiltration,Normal,172.16.56.63,192.168.150.102
79,UDP,Web Request,Malicious,172.16.53.176,192.168.118.197
764,ICMP,Email Transmission,Malicious,172.16.213.226,192.168.102.68
1451,UDP,Cloud Sync,Normal,172.16.79.182,192.168.129.20
1310,ICMP,Brute Force Login,Malicious,172.16.224.122,192.168.219.6
543,UDP,Brute Force Login,Normal,172.16.197.207,192.168.177.212
1460,ICMP,Database Query,Normal,172.16.190.200,192.168.182.215
613,ICMP,Web Request,Normal,172.16.211.75,192.168.158.243
