Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
1233,ICMP,Suspicious Payload,Critical,192.168.100.72,10.0.50.3,Malicious
860,UDP,Port Scan,Critical,192.168.100.236,10.0.50.233,Malicious
565,ICMP,Suspicious Payload,High,192.168.100.55,10.0.50.254,Malicious
400,TCP,DDoS SYN Flood,Critical,192.168.100.46,10.0.50.112,Malicious
1182,TCP,Suspicious Payload,High,192.168.100.76,10.0.50.121,Malicious
973,ICMP,Brute Force Login,High,192.168.100.60,10.0.50.128,Malicious
722,ICMP,Malware Command,High,192.168.100.54,10.0.50.102,Malicious
1174,ICMP,Unauthorized Access,High,192.168.100.146,10.0.50.197,Malicious
594,TCP,SQL Injection,High,192.168.100.98,10.0.50.22,Malicious
481,TCP,Data Exfiltration,Critical,192.168.100.131,10.0.50.240,Malicious
483,TCP,ARP Spoofing,High,192.168.100.143,10.0.50.240,Malicious
1298,TCP,Suspicious Payload,Critical,192.168.100.5,10.0.50.3,Malicious
271,TCP,Botnet Traffic,High,192.168.100.115,10.0.50.231,Malicious
1359,TCP,Suspicious Payload,Critical,192.168.100.183,10.0.50.193,Malicious
1288,ICMP,Brute Force Login,Critical,192.168.100.28,10.0.50.106,Malicious
970,ICMP,Data Exfiltration,High,192.168.100.16,10.0.50.254,Malicious
1223,UDP,Brute Force Login,High,192.168.100.212,10.0.50.167,Malicious
703,TCP,Malware Command,Critical,192.168.100.16,10.0.50.63,Malicious
1478,TCP,DDoS SYN Flood,High,192.168.100.223,10.0.50.225,Malicious
687,TCP,Botnet Traffic,High,192.168.100.150,10.0.50.142,Malicious
1410,ICMP,Unauthorized Access,Critical,192.168.100.88,10.0.50.83,Malicious
293,UDP,ARP Spoofing,High,192.168.100.206,10.0.50.214,Malicious
1355,UDP,Unauthorized Access,High,192.168.100.154,10.0.50.143,Malicious
402,TCP,Suspicious Payload,High,192.168.100.188,10.0.50.125,Malicious
1496,ICMP,Data Exfiltration,High,192.168.100.61,10.0.50.63,Malicious
258,ICMP,Brute Force Login,Critical,192.168.100.118,10.0.50.37,Malicious
257,ICMP,ARP Spoofing,High,192.168.100.215,10.0.50.143,Malicious
779,TCP,Malware Command,High,192.168.100.98,10.0.50.42,Malicious
201,ICMP,Suspicious Payload,High,192.168.100.137,10.0.50.74,Malicious
495,UDP,Unauthorized Access,Critical,192.168.100.18,10.0.50.5,Malicious
1188,ICMP,Suspicious Payload,Critical,192.168.100.145,10.0.50.14,Malicious
765,UDP,Malware Command,Critical,192.168.100.214,10.0.50.193,Malicious
316,TCP,Suspicious Payload,High,192.168.100.10,10.0.50.44,Malicious
980,TCP,Brute Force Login,Critical,192.168.100.53,10.0.50.219,Malicious
1145,ICMP,Brute Force Login,High,192.168.100.41,10.0.50.46,Malicious
1491,UDP,Suspicious Payload,High,192.168.100.140,10.0.50.245,Malicious
614,TCP,Suspicious Payload,High,192.168.100.182,10.0.50.45,Malicious
859,ICMP,Port Scan,Critical,192.168.100.26,10.0.50.199,Malicious
1229,ICMP,Brute Force Login,High,192.168.100.48,10.0.50.164,Malicious
291,TCP,Unauthorized Access,Critical,192.168.100.62,10.0.50.217,Malicious
272,ICMP,SQL Injection,Critical,192.168.100.15,10.0.50.84,Malicious
1326,ICMP,ARP Spoofing,High,192.168.100.223,10.0.50.210,Malicious
875,TCP,SQL Injection,High,192.168.100.110,10.0.50.64,Malicious
651,ICMP,ARP Spoofing,High,192.168.100.41,10.0.50.90,Malicious
264,TCP,ARP Spoofing,Critical,192.168.100.128,10.0.50.103,Malicious
1144,UDP,Port Scan,High,192.168.100.49,10.0.50.31,Malicious
948,ICMP,ARP Spoofing,Critical,192.168.100.214,10.0.50.56,Malicious
1451,ICMP,Port Scan,High,192.168.100.28,10.0.50.68,Malicious
622,ICMP,Suspicious Payload,Critical,192.168.100.241,10.0.50.135,Malicious
843,TCP,Data Exfiltration,Critical,192.168.100.156,10.0.50.222,Malicious
613,UDP,Data Exfiltration,Critical,192.168.100.140,10.0.50.217,Malicious
948,UDP,ARP Spoofing,Critical,192.168.100.136,10.0.50.3,Malicious
610,UDP,Unauthorized Access,High,192.168.100.69,10.0.50.23,Malicious
1052,ICMP,Port Scan,High,192.168.100.127,10.0.50.184,Malicious
582,ICMP,Data Exfiltration,Critical,192.168.100.97,10.0.50.235,Malicious
1122,TCP,Brute Force Login,High,192.168.100.10,10.0.50.184,Malicious
578,ICMP,DDoS SYN Flood,High,192.168.100.55,10.0.50.3,Malicious
851,UDP,Port Scan,Critical,192.168.100.49,10.0.50.219,Malicious
1157,UDP,Botnet Traffic,High,192.168.100.67,10.0.50.124,Malicious
1410,TCP,Unauthorized Access,High,192.168.100.5,10.0.50.63,Malicious
1417,TCP,Port Scan,High,192.168.100.45,10.0.50.219,Malicious
1463,TCP,SQL Injection,High,192.168.100.110,10.0.50.158,Malicious
916,UDP,Malware Command,High,192.168.100.205,10.0.50.159,Malicious
1380,UDP,SQL Injection,Critical,192.168.100.73,10.0.50.131,Malicious
595,TCP,ARP Spoofing,High,192.168.100.78,10.0.50.29,Malicious
983,ICMP,Botnet Traffic,Critical,192.168.100.253,10.0.50.27,Malicious
444,UDP,Brute Force Login,Critical,192.168.100.212,10.0.50.37,Malicious
1149,TCP,Botnet Traffic,Critical,192.168.100.99,10.0.50.131,Malicious
643,TCP,DDoS SYN Flood,Critical,192.168.100.208,10.0.50.89,Malicious
1223,ICMP,Suspicious Payload,High,192.168.100.52,10.0.50.25,Malicious
1406,ICMP,Data Exfiltration,Critical,192.168.100.80,10.0.50.62,Malicious
201,UDP,Botnet Traffic,Critical,192.168.100.176,10.0.50.8,Malicious
892,TCP,Unauthorized Access,High,192.168.100.125,10.0.50.172,Malicious
1184,UDP,Port Scan,High,192.168.100.246,10.0.50.153,Malicious
1031,TCP,DDoS SYN Flood,High,192.168.100.32,10.0.50.170,Malicious
748,ICMP,SQL Injection,High,192.168.100.252,10.0.50.168,Malicious
692,TCP,Malware Command,High,192.168.100.61,10.0.50.78,Malicious
1229,TCP,Brute Force Login,High,192.168.100.101,10.0.50.179,Malicious
1156,TCP,Port Scan,High,192.168.100.210,10.0.50.115,Malicious
1474,ICMP,Malware Command,Critical,192.168.100.144,10.0.50.221,Malicious
810,TCP,Brute Force Login,High,192.168.100.147,10.0.50.106,Malicious
769,UDP,ARP Spoofing,High,192.168.100.61,10.0.50.231,Malicious
1248,UDP,Port Scan,Critical,192.168.100.233,10.0.50.120,Malicious
563,UDP,SQL Injection,Critical,192.168.100.199,10.0.50.67,Malicious
550,ICMP,Unauthorized Access,High,192.168.100.118,10.0.50.90,Malicious
1190,ICMP,DDoS SYN Flood,High,192.168.100.181,10.0.50.33,Malicious
701,UDP,ARP Spoofing,Critical,192.168.100.73,10.0.50.86,Malicious
672,UDP,Data Exfiltration,High,192.168.100.23,10.0.50.210,Malicious
1132,UDP,ARP Spoofing,High,192.168.100.235,10.0.50.212,Malicious
925,TCP,Unauthorized Access,High,192.168.100.254,10.0.50.20,Malicious
633,TCP,Port Scan,High,192.168.100.2,10.0.50.155,Malicious
577,TCP,ARP Spoofing,High,192.168.100.159,10.0.50.70,Malicious
921,ICMP,SQL Injection,Critical,192.168.100.203,10.0.50.135,Malicious
1355,TCP,Unauthorized Access,Critical,192.168.100.35,10.0.50.166,Malicious
252,ICMP,Brute Force Login,High,192.168.100.236,10.0.50.220,Malicious
415,UDP,SQL Injection,Critical,192.168.100.52,10.0.50.154,Malicious
1104,TCP,Suspicious Payload,Critical,192.168.100.103,10.0.50.126,Malicious
457,TCP,Brute Force Login,Critical,192.168.100.68,10.0.50.30,Malicious
648,ICMP,Malware Command,Critical,192.168.100.163,10.0.50.9,Malicious
845,UDP,ARP Spoofing,Critical,192.168.100.6,10.0.50.228,Malicious
1330,TCP,Brute Force Login,High,192.168.100.158,10.0.50.121,Malicious
974,UDP,SQL Injection,High,192.168.100.135,10.0.50.205,Malicious
302,UDP,Malware Command,Critical,192.168.100.236,10.0.50.22,Malicious
1421,ICMP,SQL Injection,Critical,192.168.100.24,10.0.50.252,Malicious
732,UDP,Data Exfiltration,Critical,192.168.100.34,10.0.50.225,Malicious
1096,TCP,ARP Spoofing,High,192.168.100.3,10.0.50.234,Malicious
1040,TCP,DDoS SYN Flood,High,192.168.100.2,10.0.50.226,Malicious
1059,UDP,Unauthorized Access,High,192.168.100.41,10.0.50.110,Malicious
1472,ICMP,SQL Injection,High,192.168.100.139,10.0.50.185,Malicious
701,TCP,Unauthorized Access,High,192.168.100.169,10.0.50.239,Malicious
312,TCP,Unauthorized Access,Critical,192.168.100.126,10.0.50.152,Malicious
724,ICMP,Malware Command,Critical,192.168.100.60,10.0.50.43,Malicious
304,TCP,DDoS SYN Flood,Critical,192.168.100.67,10.0.50.32,Malicious
827,ICMP,Port Scan,Critical,192.168.100.133,10.0.50.174,Malicious
1052,TCP,SQL Injection,High,192.168.100.53,10.0.50.226,Malicious
1375,UDP,SQL Injection,High,192.168.100.76,10.0.50.90,Malicious
1088,ICMP,Port Scan,Critical,192.168.100.147,10.0.50.134,Malicious
1311,UDP,Botnet Traffic,High,192.168.100.243,10.0.50.130,Malicious
1151,UDP,SQL Injection,Critical,192.168.100.62,10.0.50.45,Malicious
614,ICMP,Data Exfiltration,High,192.168.100.201,10.0.50.45,Malicious
629,ICMP,Port Scan,High,192.168.100.146,10.0.50.192,Malicious
423,UDP,Suspicious Payload,High,192.168.100.115,10.0.50.126,Malicious
1378,TCP,SQL Injection,Critical,192.168.100.37,10.0.50.232,Malicious
1483,UDP,DDoS SYN Flood,Critical,192.168.100.120,10.0.50.70,Malicious
779,UDP,Port Scan,High,192.168.100.143,10.0.50.149,Malicious
292,TCP,Brute Force Login,Critical,192.168.100.205,10.0.50.116,Malicious
641,ICMP,ARP Spoofing,High,192.168.100.190,10.0.50.213,Malicious
999,TCP,ARP Spoofing,Critical,192.168.100.74,10.0.50.248,Malicious
262,ICMP,Unauthorized Access,Critical,192.168.100.189,10.0.50.130,Malicious
1263,TCP,Brute Force Login,Critical,192.168.100.176,10.0.50.245,Malicious
1323,UDP,ARP Spoofing,High,192.168.100.51,10.0.50.212,Malicious
1159,ICMP,Suspicious Payload,Critical,192.168.100.213,10.0.50.61,Malicious
458,TCP,Brute Force Login,High,192.168.100.175,10.0.50.190,Malicious
1214,UDP,ARP Spoofing,Critical,192.168.100.43,10.0.50.200,Malicious
583,TCP,ARP Spoofing,Critical,192.168.100.8,10.0.50.50,Malicious
468,ICMP,DDoS SYN Flood,High,192.168.100.122,10.0.50.102,Malicious
1243,TCP,Unauthorized Access,Critical,192.168.100.37,10.0.50.4,Malicious
259,TCP,Botnet Traffic,High,192.168.100.38,10.0.50.11,Malicious
999,UDP,Data Exfiltration,Critical,192.168.100.167,10.0.50.136,Malicious
1119,UDP,Data Exfiltration,High,192.168.100.26,10.0.50.183,Malicious
