Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
858,ICMP,SQL Injection,Normal,172.16.123.177,192.168.31.149
1008,UDP,Web Request,Normal,172.16.19.224,192.168.78.53
111,UDP,Botnet Traffic,Normal,172.16.91.245,192.168.122.72
723,UDP,Suspicious Payload,Malicious,172.16.61.214,192.168.91.58
752,TCP,API Request,Malicious,172.16.67.113,192.168.5.70
1151,UDP,Suspicious Payload,Normal,172.16.221.211,192.168.179.112
1081,TCP,Malware Command,Normal,172.16.91.59,192.168.94.190
1056,TCP,Cloud Sync,Malicious,172.16.54.99,192.168.110.233
354,UDP,Malware Command,Normal,172.16.167.75,192.168.168.125
907,ICMP,File Transfer,Normal,172.16.124.159,192.168.96.35
1372,ICMP,User Login,Malicious,172.16.238.133,192.168.24.193
593,UDP,Email Transmission,Normal,172.16.146.79,192.168.98.218
1103,ICMP,Suspicious Payload,Normal,172.16.122.183,192.168.27.102
1286,UDP,Malware Command,Malicious,172.16.9.131,192.168.246.167
96,ICMP,Malware Command,Malicious,172.16.30.55,192.168.181.43
788,UDP,Suspicious Payload,Normal,172.16.183.92,192.168.187.92
862,TCP,File Transfer,Malicious,172.16.145.118,192.168.223.51
706,UDP,API Request,Malicious,172.16.127.145,192.168.82.102
146,ICMP,Suspicious Payload,Malicious,172.16.41.253,192.168.185.39
311,ICMP,File Transfer,Normal,172.16.111.237,192.168.161.40
1051,TCP,Unauthorized Access,Malicious,172.16.142.43,192.168.16.248
1315,ICMP,Heartbeat Packet,Malicious,172.16.232.243,192.168.254.112
876,ICMP,Suspicious Payload,Malicious,172.16.125.237,192.168.26.37
1429,ICMP,Port Scan,Malicious,172.16.188.90,192.168.252.183
833,ICMP,Email Transmission,Normal,172.16.183.136,192.168.43.189
687,UDP,User Login,Malicious,172.16.112.230,192.168.240.34
1465,UDP,Database Query,Normal,172.16.72.15,192.168.1.54
971,UDP,Data Exfiltration,Normal,172.16.57.26,192.168.53.30
515,TCP,ARP Spoofing,Malicious,172.16.221.112,192.168.120.207
1168,TCP,SQL Injection,Normal,172.16.15.4,192.168.93.81
1464,ICMP,File Transfer,Normal,172.16.56.151,192.168.252.194
958,UDP,DDoS SYN Flood,Malicious,172.16.17.241,192.168.126.208
627,TCP,Database Query,Malicious,172.16.226.131,192.168.150.31
86,UDP,SQL Injection,Normal,172.16.34.237,192.168.154.2
701,TCP,Suspicious Payload,Normal,172.16.67.71,192.168.149.184
1244,UDP,Malware Command,Normal,172.16.6.76,192.168.249.84
491,TCP,Web Request,Malicious,172.16.114.29,192.168.181.184
976,ICMP,File Transfer,Normal,172.16.60.38,192.168.205.126
1349,ICMP,Port Scan,Normal,172.16.233.203,192.168.167.183
57,TCP,Malware Command,Normal,172.16.117.91,192.168.27.182
191,ICMP,Brute Force Login,Normal,172.16.168.208,192.168.240.192
1496,UDP,Email Transmission,Malicious,172.16.134.140,192.168.225.96
51,ICMP,Email Transmission,Malicious,172.16.197.211,192.168.134.242
826,ICMP,Brute Force Login,Normal,172.16.104.120,192.168.224.231
1142,ICMP,Web Request,Normal,172.16.136.156,192.168.111.49
1226,TCP,Botnet Traffic,Normal,172.16.108.51,192.168.204.69
787,TCP,Port Scan,Normal,172.16.116.20,192.168.234.224
1129,ICMP,API Request,Malicious,172.16.163.189,192.168.254.16
