Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
563,TCP,Brute Force Login,High,192.168.100.83,10.0.50.174,Malicious
576,UDP,Brute Force Login,High,192.168.100.39,10.0.50.60,Malicious
1265,TCP,Port Scan,High,192.168.100.230,10.0.50.217,Malicious
1459,ICMP,ARP Spoofing,High,192.168.100.205,10.0.50.106,Malicious
1044,UDP,SQL Injection,High,192.168.100.144,10.0.50.177,Malicious
505,TCP,Port Scan,Critical,192.168.100.84,10.0.50.110,Malicious
380,TCP,Unauthorized Access,High,192.168.100.211,10.0.50.125,Malicious
1065,ICMP,ARP Spoofing,High,192.168.100.104,10.0.50.229,Malicious
685,TCP,Unauthorized Access,High,192.168.100.130,10.0.50.16,Malicious
1215,TCP,SQL Injection,Critical,192.168.100.103,10.0.50.145,Malicious
758,UDP,Unauthorized Access,Critical,192.168.100.191,10.0.50.3,Malicious
318,ICMP,Brute Force Login,High,192.168.100.11,10.0.50.83,Malicious
521,UDP,Malware Command,High,192.168.100.113,10.0.50.62,Malicious
826,TCP,Port Scan,High,192.168.100.145,10.0.50.186,Malicious
465,UDP,Botnet Traffic,High,192.168.100.182,10.0.50.119,Malicious
614,TCP,Port Scan,Critical,192.168.100.244,10.0.50.11,Malicious
964,TCP,Brute Force Login,High,192.168.100.173,10.0.50.227,Malicious
410,UDP,DDoS SYN Flood,Critical,192.168.100.53,10.0.50.213,Malicious
1432,ICMP,Malware Command,Critical,192.168.100.130,10.0.50.243,Malicious
816,UDP,DDoS SYN Flood,Critical,192.168.100.239,10.0.50.140,Malicious
1364,TCP,ARP Spoofing,High,192.168.100.126,10.0.50.254,Malicious
1153,TCP,Botnet Traffic,Critical,192.168.100.46,10.0.50.175,Malicious
1011,ICMP,Unauthorized Access,Critical,192.168.100.183,10.0.50.251,Malicious
1223,UDP,Suspicious Payload,High,192.168.100.61,10.0.50.112,Malicious
1335,ICMP,Brute Force Login,Critical,192.168.100.52,10.0.50.116,Malicious
257,UDP,DDoS SYN Flood,Critical,192.168.100.125,10.0.50.147,Malicious
468,TCP,SQL Injection,High,192.168.100.145,10.0.50.175,Malicious
1393,ICMP,DDoS SYN Flood,Critical,192.168.100.58,10.0.50.148,Malicious
373,UDP,Unauthorized Access,Critical,192.168.100.239,10.0.50.113,Malicious
1216,ICMP,Suspicious Payload,Critical,192.168.100.236,10.0.50.25,Malicious
1228,UDP,Malware Command,High,192.168.100.29,10.0.50.221,Malicious
1074,ICMP,Suspicious Payload,High,192.168.100.68,10.0.50.90,Malicious
1297,TCP,Data Exfiltration,Critical,192.168.100.179,10.0.50.156,Malicious
839,UDP,Botnet Traffic,Critical,192.168.100.230,10.0.50.165,Malicious
735,UDP,Port Scan,High,192.168.100.33,10.0.50.253,Malicious
483,UDP,Botnet Traffic,Critical,192.168.100.152,10.0.50.168,Malicious
1096,UDP,Unauthorized Access,High,192.168.100.209,10.0.50.117,Malicious
543,UDP,Brute Force Login,Critical,192.168.100.77,10.0.50.130,Malicious
1287,ICMP,Port Scan,High,192.168.100.148,10.0.50.6,Malicious
800,TCP,Port Scan,Critical,192.168.100.139,10.0.50.174,Malicious
1052,UDP,DDoS SYN Flood,High,192.168.100.72,10.0.50.209,Malicious
257,UDP,Port Scan,High,192.168.100.49,10.0.50.168,Malicious
537,ICMP,Suspicious Payload,High,192.168.100.46,10.0.50.128,Malicious
1148,TCP,Malware Command,Critical,192.168.100.200,10.0.50.27,Malicious
545,TCP,Unauthorized Access,Critical,192.168.100.17,10.0.50.168,Malicious
752,ICMP,Data Exfiltration,Critical,192.168.100.176,10.0.50.21,Malicious
