Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
983,ICMP,Port Scan,Critical,192.168.100.173,10.0.50.75,Malicious
1022,TCP,Suspicious Payload,High,192.168.100.37,10.0.50.240,Malicious
454,ICMP,SQL Injection,High,192.168.100.213,10.0.50.223,Malicious
933,TCP,Malware Command,High,192.168.100.175,10.0.50.4,Malicious
450,TCP,SQL Injection,High,192.168.100.28,10.0.50.32,Malicious
787,ICMP,DDoS SYN Flood,Critical,192.168.100.240,10.0.50.181,Malicious
1271,ICMP,Suspicious Payload,Critical,192.168.100.105,10.0.50.7,Malicious
608,UDP,Data Exfiltration,High,192.168.100.130,10.0.50.181,Malicious
407,UDP,Botnet Traffic,Critical,192.168.100.150,10.0.50.54,Malicious
1264,TCP,Port Scan,High,192.168.100.128,10.0.50.14,Malicious
759,ICMP,SQL Injection,High,192.168.100.59,10.0.50.208,Malicious
1346,UDP,ARP Spoofing,High,192.168.100.176,10.0.50.54,Malicious
249,UDP,ARP Spoofing,Critical,192.168.100.157,10.0.50.175,Malicious
338,TCP,Data Exfiltration,Critical,192.168.100.88,10.0.50.44,Malicious
325,UDP,Botnet Traffic,High,192.168.100.85,10.0.50.65,Malicious
1372,TCP,Malware Command,High,192.168.100.77,10.0.50.34,Malicious
263,ICMP,ARP Spoofing,Critical,192.168.100.101,10.0.50.139,Malicious
1128,TCP,Malware Command,Critical,192.168.100.252,10.0.50.86,Malicious
561,UDP,Suspicious Payload,Critical,192.168.100.75,10.0.50.195,Malicious
949,UDP,DDoS SYN Flood,High,192.168.100.229,10.0.50.110,Malicious
1014,UDP,ARP Spoofing,High,192.168.100.248,10.0.50.50,Malicious
238,TCP,SQL Injection,High,192.168.100.208,10.0.50.120,Malicious
568,UDP,Unauthorized Access,High,192.168.100.49,10.0.50.239,Malicious
335,TCP,Botnet Traffic,High,192.168.100.207,10.0.50.52,Malicious
298,ICMP,Botnet Traffic,Critical,192.168.100.13,10.0.50.251,Malicious
476,UDP,SQL Injection,High,192.168.100.238,10.0.50.242,Malicious
772,ICMP,Malware Command,Critical,192.168.100.138,10.0.50.83,Malicious
1116,ICMP,Suspicious Payload,High,192.168.100.43,10.0.50.73,Malicious
391,TCP,Brute Force Login,Critical,192.168.100.187,10.0.50.223,Malicious
1045,TCP,SQL Injection,High,192.168.100.6,10.0.50.7,Malicious
1386,UDP,Suspicious Payload,High,192.168.100.62,10.0.50.180,Malicious
1178,TCP,Data Exfiltration,High,192.168.100.176,10.0.50.143,Malicious
711,ICMP,Port Scan,High,192.168.100.99,10.0.50.40,Malicious
439,ICMP,ARP Spoofing,Critical,192.168.100.72,10.0.50.58,Malicious
623,TCP,DDoS SYN Flood,High,192.168.100.244,10.0.50.109,Malicious
929,UDP,ARP Spoofing,Critical,192.168.100.5,10.0.50.180,Malicious
705,UDP,SQL Injection,High,192.168.100.53,10.0.50.119,Malicious
357,UDP,Port Scan,High,192.168.100.240,10.0.50.41,Malicious
1401,ICMP,ARP Spoofing,Critical,192.168.100.100,10.0.50.1,Malicious
941,TCP,ARP Spoofing,Critical,192.168.100.123,10.0.50.137,Malicious
1262,UDP,Unauthorized Access,Critical,192.168.100.228,10.0.50.81,Malicious
773,UDP,Unauthorized Access,Critical,192.168.100.41,10.0.50.145,Malicious
1348,TCP,Data Exfiltration,High,192.168.100.141,10.0.50.32,Malicious
763,TCP,Port Scan,Critical,192.168.100.56,10.0.50.23,Malicious
271,UDP,ARP Spoofing,High,192.168.100.46,10.0.50.22,Malicious
1078,TCP,Malware Command,Critical,192.168.100.192,10.0.50.31,Malicious
715,UDP,Brute Force Login,Critical,192.168.100.181,10.0.50.99,Malicious
1274,TCP,ARP Spoofing,High,192.168.100.220,10.0.50.12,Malicious
325,ICMP,Suspicious Payload,High,192.168.100.186,10.0.50.78,Malicious
1298,ICMP,Suspicious Payload,Critical,192.168.100.138,10.0.50.214,Malicious
929,ICMP,ARP Spoofing,Critical,192.168.100.142,10.0.50.149,Malicious
1295,UDP,Suspicious Payload,Critical,192.168.100.224,10.0.50.16,Malicious
245,ICMP,ARP Spoofing,High,192.168.100.242,10.0.50.201,Malicious
1080,ICMP,DDoS SYN Flood,Critical,192.168.100.169,10.0.50.91,Malicious
1346,ICMP,Port Scan,Critical,192.168.100.200,10.0.50.143,Malicious
1424,ICMP,ARP Spoofing,Critical,192.168.100.85,10.0.50.81,Malicious
1473,UDP,ARP Spoofing,Critical,192.168.100.132,10.0.50.20,Malicious
629,ICMP,Brute Force Login,High,192.168.100.23,10.0.50.11,Malicious
756,TCP,Data Exfiltration,High,192.168.100.79,10.0.50.220,Malicious
