Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
1325,ICMP,Cloud Sync,Normal,172.16.55.180,192.168.207.51
629,UDP,File Transfer,Normal,172.16.216.3,192.168.175.56
90,ICMP,Unauthorized Access,Malicious,172.16.95.129,192.168.208.224
1181,ICMP,API Request,Malicious,172.16.78.83,192.168.150.202
707,ICMP,Data Exfiltration,Normal,172.16.97.215,192.168.151.105
1091,ICMP,DNS Query,Normal,172.16.86.240,192.168.91.153
965,TCP,Suspicious Payload,Malicious,172.16.220.53,192.168.198.68
1208,TCP,Botnet Traffic,Normal,172.16.118.184,192.168.243.154
170,TCP,Data Exfiltration,Malicious,172.16.230.85,192.168.41.226
880,TCP,Cloud Sync,Normal,172.16.150.61,192.168.241.38
1280,UDP,Suspicious Payload,Normal,172.16.134.134,192.168.51.15
242,UDP,ARP Spoofing,Normal,172.16.66.200,192.168.1.202
598,ICMP,Data Exfiltration,Normal,172.16.235.199,192.168.107.46
1135,ICMP,Database Query,Normal,172.16.152.25,192.168.178.28
65,ICMP,Unauthorized Access,Malicious,172.16.160.228,192.168.174.162
729,TCP,File Transfer,Malicious,172.16.114.9,192.168.38.209
315,ICMP,Email Transmission,Malicious,172.16.172.56,192.168.45.185
683,UDP,Email Transmission,Malicious,172.16.166.156,192.168.224.86
1432,ICMP,VPN Tunnel,Normal,172.16.176.80,192.168.142.13
1010,ICMP,API Request,Normal,172.16.222.203,192.168.234.30
527,TCP,Data Exfiltration,Normal,172.16.138.250,192.168.230.156
962,TCP,Data Exfiltration,Malicious,172.16.253.228,192.168.19.245
1475,TCP,Unauthorized Access,Normal,172.16.193.129,192.168.170.36
290,UDP,DNS Query,Normal,172.16.25.166,192.168.144.108
906,UDP,Heartbeat Packet,Malicious,172.16.201.100,192.168.203.166
1036,TCP,Heartbeat Packet,Malicious,172.16.54.106,192.168.133.191
314,TCP,ARP Spoofing,Malicious,172.16.112.224,192.168.189.22
710,ICMP,Suspicious Payload,Malicious,172.16.183.175,192.168.126.235
300,ICMP,Suspicious Payload,Normal,172.16.18.90,192.168.112.56
627,TCP,Port Scan,Malicious,172.16.157.44,192.168.50.143
1083,UDP,Database Query,Normal,172.16.164.129,192.168.76.189
617,TCP,File Transfer,Normal,172.16.198.130,192.168.235.204
983,TCP,Email Transmission,Malicious,172.16.66.185,192.168.194.164
140,UDP,VPN Tunnel,Normal,172.16.151.230,192.168.250.74
1112,TCP,Port Scan,Malicious,172.16.6.94,192.168.19.42
1219,ICMP,API Request,Normal,172.16.82.186,192.168.120.209
1489,TCP,Port Scan,Malicious,172.16.8.125,192.168.56.111
490,ICMP,Botnet Traffic,Malicious,172.16.252.24,192.168.142.98
759,ICMP,Brute Force Login,Malicious,172.16.97.69,192.168.51.139
1222,TCP,Cloud Sync,Normal,172.16.238.218,192.168.174.196
943,TCP,File Transfer,Normal,172.16.190.123,192.168.144.245
859,ICMP,VPN Tunnel,Normal,172.16.201.208,192.168.133.74
514,TCP,Data Exfiltration,Normal,172.16.3.20,192.168.16.172
590,ICMP,File Transfer,Malicious,172.16.135.13,192.168.229.60
359,TCP,Port Scan,Malicious,172.16.153.60,192.168.5.234
613,TCP,SQL Injection,Normal,172.16.16.43,192.168.160.249
1389,UDP,ARP Spoofing,Malicious,172.16.67.141,192.168.150.186
210,TCP,User Login,Malicious,172.16.185.154,192.168.194.12
229,TCP,File Transfer,Malicious,172.16.141.120,192.168.25.189
1273,TCP,Data Exfiltration,Normal,172.16.126.209,192.168.20.239
768,TCP,DDoS SYN Flood,Malicious,172.16.3.134,192.168.220.154
490,ICMP,Suspicious Payload,Normal,172.16.172.189,192.168.155.79
825,ICMP,ARP Spoofing,Normal,172.16.62.188,192.168.202.95
