Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
571,ICMP,DDoS SYN Flood,Normal,172.16.161.121,192.168.92.140
989,ICMP,Botnet Traffic,Malicious,172.16.102.250,192.168.96.54
1419,TCP,Database Query,Malicious,172.16.169.84,192.168.56.74
881,ICMP,VPN Tunnel,Normal,172.16.238.19,192.168.7.161
1365,ICMP,ARP Spoofing,Normal,172.16.40.110,192.168.129.24
986,UDP,Heartbeat Packet,Normal,172.16.172.152,192.168.101.220
72,TCP,SQL Injection,Malicious,172.16.175.222,192.168.31.192
943,UDP,Suspicious Payload,Normal,172.16.25.152,192.168.74.26
919,ICMP,Database Query,Normal,172.16.218.211,192.168.95.163
1066,TCP,Suspicious Payload,Normal,172.16.136.124,192.168.30.105
976,ICMP,Botnet Traffic,Normal,172.16.134.45,192.168.103.41
729,UDP,DDoS SYN Flood,Malicious,172.16.134.25,192.168.31.84
1323,TCP,Suspicious Payload,Normal,172.16.31.152,192.168.46.222
219,TCP,DNS Query,Malicious,172.16.232.36,192.168.173.53
708,ICMP,ARP Spoofing,Normal,172.16.12.190,192.168.97.180
931,TCP,Unauthorized Access,Normal,172.16.121.78,192.168.97.223
1114,UDP,User Login,Malicious,172.16.250.4,192.168.68.160
584,UDP,DNS Query,Malicious,172.16.147.44,192.168.212.39
455,TCP,SQL Injection,Normal,172.16.254.207,192.168.40.162
1275,TCP,Port Scan,Normal,172.16.83.94,192.168.245.173
1076,UDP,Email Transmission,Normal,172.16.242.174,192.168.46.133
1062,UDP,User Login,Normal,172.16.11.213,192.168.77.125
1339,TCP,Botnet Traffic,Malicious,172.16.220.11,192.168.193.213
755,UDP,ARP Spoofing,Malicious,172.16.45.200,192.168.77.176
1337,TCP,Email Transmission,Malicious,172.16.170.47,192.168.185.47
555,TCP,SQL Injection,Malicious,172.16.245.64,192.168.52.100
880,UDP,VPN Tunnel,Malicious,172.16.175.116,192.168.138.240
389,UDP,VPN Tunnel,Normal,172.16.211.35,192.168.219.100
1418,ICMP,Brute Force Login,Malicious,172.16.196.95,192.168.134.69
628,UDP,User Login,Normal,172.16.172.120,192.168.53.48
716,ICMP,Database Query,Malicious,172.16.44.147,192.168.44.13
275,UDP,SQL Injection,Normal,172.16.11.223,192.168.39.137
1008,TCP,Brute Force Login,Malicious,172.16.189.108,192.168.88.237
1455,TCP,Malware Command,Malicious,172.16.82.233,192.168.173.31
1426,TCP,Suspicious Payload,Normal,172.16.20.19,192.168.127.174
1491,ICMP,DNS Query,Normal,172.16.225.221,192.168.3.10
379,TCP,DDoS SYN Flood,Malicious,172.16.142.92,192.168.123.60
133,TCP,Heartbeat Packet,Malicious,172.16.47.217,192.168.232.10
625,ICMP,Web Request,Malicious,172.16.57.244,192.168.37.79
815,UDP,Data Exfiltration,Malicious,172.16.10.45,192.168.51.137
1002,TCP,Heartbeat Packet,Normal,172.16.162.245,192.168.220.195
446,UDP,Data Exfiltration,Normal,172.16.217.162,192.168.86.57
714,UDP,Brute Force Login,Normal,172.16.35.135,192.168.95.78
555,TCP,User Login,Malicious,172.16.113.109,192.168.56.204
350,UDP,Database Query,Normal,172.16.193.47,192.168.204.34
804,ICMP,API Request,Normal,172.16.115.190,192.168.125.154
1417,TCP,Brute Force Login,Malicious,172.16.229.221,192.168.46.129
1438,UDP,VPN Tunnel,Malicious,172.16.205.94,192.168.201.64
360,ICMP,Database Query,Normal,172.16.15.146,192.168.60.53
659,UDP,Brute Force Login,Malicious,172.16.42.250,192.168.4.54
1139,ICMP,Suspicious Payload,Normal,172.16.153.17,192.168.122.73
468,UDP,Suspicious Payload,Malicious,172.16.196.49,192.168.245.249
787,TCP,SQL Injection,Malicious,172.16.23.187,192.168.38.56
431,ICMP,VPN Tunnel,Normal,172.16.109.58,192.168.231.131
337,ICMP,Botnet Traffic,Normal,172.16.180.196,192.168.147.104
108,TCP,ARP Spoofing,Normal,172.16.152.166,192.168.246.110
525,TCP,Data Exfiltration,Normal,172.16.55.18,192.168.150.110
300,ICMP,DDoS SYN Flood,Normal,172.16.26.60,192.168.200.172
361,TCP,API Request,Normal,172.16.36.214,192.168.179.154
181,UDP,Suspicious Payload,Malicious,172.16.29.22,192.168.32.2
458,TCP,DDoS SYN Flood,Normal,172.16.4.80,192.168.24.190
477,UDP,Database Query,Malicious,172.16.185.52,192.168.80.122
1292,UDP,ARP Spoofing,Normal,172.16.215.30,192.168.11.186
179,UDP,Brute Force Login,Normal,172.16.74.214,192.168.249.24
1165,ICMP,ARP Spoofing,Malicious,172.16.31.178,192.168.54.242
172,ICMP,Malware Command,Malicious,172.16.157.211,192.168.74.246
464,ICMP,API Request,Malicious,172.16.186.161,192.168.77.86
107,ICMP,Email Transmission,Normal,172.16.113.7,192.168.221.180
