Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
269,ICMP,Malware Command,Critical,192.168.100.173,10.0.50.30,Malicious
899,TCP,Malware Command,Critical,192.168.100.97,10.0.50.26,Malicious
903,UDP,Malware Command,High,192.168.100.253,10.0.50.118,Malicious
1141,UDP,Port Scan,High,192.168.100.203,10.0.50.193,Malicious
1235,TCP,Suspicious Payload,High,192.168.100.231,10.0.50.197,Malicious
791,ICMP,SQL Injection,Critical,192.168.100.154,10.0.50.32,Malicious
584,ICMP,Brute Force Login,Critical,192.168.100.67,10.0.50.161,Malicious
755,UDP,Botnet Traffic,Critical,192.168.100.14,10.0.50.87,Malicious
745,TCP,SQL Injection,Critical,192.168.100.22,10.0.50.93,Malicious
828,TCP,Suspicious Payload,Critical,192.168.100.87,10.0.50.151,Malicious
868,UDP,Port Scan,Critical,192.168.100.165,10.0.50.102,Malicious
356,TCP,Suspicious Payload,Critical,192.168.100.57,10.0.50.176,Malicious
593,ICMP,Botnet Traffic,Critical,192.168.100.25,10.0.50.108,Malicious
257,ICMP,Port Scan,High,192.168.100.41,10.0.50.141,Malicious
1455,ICMP,ARP Spoofing,Critical,192.168.100.2,10.0.50.60,Malicious
1379,ICMP,Malware Command,High,192.168.100.175,10.0.50.126,Malicious
1493,TCP,DDoS SYN Flood,Critical,192.168.100.41,10.0.50.242,Malicious
244,TCP,Data Exfiltration,High,192.168.100.234,10.0.50.52,Malicious
728,ICMP,Malware Command,Critical,192.168.100.137,10.0.50.190,Malicious
1431,UDP,Unauthorized Access,High,192.168.100.129,10.0.50.186,Malicious
1178,TCP,SQL Injection,Critical,192.168.100.234,10.0.50.58,Malicious
1196,UDP,SQL Injection,High,192.168.100.31,10.0.50.37,Malicious
1104,ICMP,DDoS SYN Flood,Critical,192.168.100.203,10.0.50.233,Malicious
888,TCP,Brute Force Login,High,192.168.100.214,10.0.50.61,Malicious
1082,TCP,ARP Spoofing,High,192.168.100.133,10.0.50.126,Malicious
1279,ICMP,Suspicious Payload,High,192.168.100.84,10.0.50.51,Malicious
679,ICMP,ARP Spoofing,Critical,192.168.100.10,10.0.50.116,Malicious
607,UDP,Suspicious Payload,Critical,192.168.100.101,10.0.50.102,Malicious
982,TCP,Unauthorized Access,High,192.168.100.122,10.0.50.127,Malicious
492,TCP,SQL Injection,Critical,192.168.100.74,10.0.50.64,Malicious
1213,UDP,Brute Force Login,High,192.168.100.86,10.0.50.149,Malicious
212,UDP,DDoS SYN Flood,High,192.168.100.120,10.0.50.57,Malicious
