Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
206,ICMP,Heartbeat Packet,Malicious,172.16.68.197,192.168.209.218
1403,ICMP,Botnet Traffic,Malicious,172.16.110.92,192.168.187.19
349,UDP,Brute Force Login,Malicious,172.16.117.82,192.168.197.130
575,UDP,SQL Injection,Normal,172.16.143.84,192.168.26.46
1179,ICMP,Botnet Traffic,Normal,172.16.83.171,192.168.239.133
1272,TCP,ARP Spoofing,Malicious,172.16.180.74,192.168.149.98
1230,UDP,DDoS SYN Flood,Normal,172.16.76.216,192.168.73.4
1424,ICMP,File Transfer,Malicious,172.16.173.202,192.168.189.22
1041,ICMP,API Request,Normal,172.16.201.201,192.168.237.249
1469,TCP,Malware Command,Normal,172.16.84.15,192.168.144.102
260,TCP,API Request,Normal,172.16.192.196,192.168.129.203
557,TCP,Botnet Traffic,Malicious,172.16.96.231,192.168.210.50
166,UDP,Cloud Sync,Normal,172.16.8.92,192.168.145.85
814,ICMP,Botnet Traffic,Malicious,172.16.110.52,192.168.98.3
230,ICMP,Cloud Sync,Normal,172.16.117.245,192.168.114.231
492,UDP,VPN Tunnel,Normal,172.16.45.29,192.168.9.13
66,TCP,Malware Command,Malicious,172.16.73.231,192.168.43.227
557,UDP,DNS Query,Malicious,172.16.217.105,192.168.148.172
58,TCP,Web Request,Malicious,172.16.101.111,192.168.64.18
693,TCP,Data Exfiltration,Normal,172.16.10.38,192.168.209.235
272,ICMP,Cloud Sync,Normal,172.16.149.181,192.168.147.59
742,ICMP,DDoS SYN Flood,Normal,172.16.57.154,192.168.62.46
1157,UDP,SQL Injection,Normal,172.16.138.130,192.168.146.122
794,UDP,DDoS SYN Flood,Normal,172.16.9.127,192.168.20.251
754,TCP,VPN Tunnel,Normal,172.16.31.143,192.168.220.211
1320,TCP,SQL Injection,Malicious,172.16.182.205,192.168.72.78
452,TCP,User Login,Malicious,172.16.165.227,192.168.176.172
1427,ICMP,Suspicious Payload,Malicious,172.16.160.169,192.168.164.161
199,TCP,File Transfer,Malicious,172.16.190.168,192.168.119.86
1484,ICMP,VPN Tunnel,Malicious,172.16.180.158,192.168.117.203
228,UDP,Suspicious Payload,Malicious,172.16.171.196,192.168.182.140
1172,TCP,Botnet Traffic,Normal,172.16.2.230,192.168.146.178
214,TCP,Database Query,Normal,172.16.215.178,192.168.208.124
1457,ICMP,DDoS SYN Flood,Malicious,172.16.215.236,192.168.248.40
725,UDP,ARP Spoofing,Normal,172.16.221.24,192.168.189.10
632,UDP,Malware Command,Normal,172.16.71.88,192.168.244.193
578,ICMP,Port Scan,Malicious,172.16.235.205,192.168.73.166
234,UDP,User Login,Normal,172.16.132.161,192.168.80.108
1345,ICMP,Heartbeat Packet,Normal,172.16.103.107,192.168.151.229
1114,ICMP,Suspicious Payload,Normal,172.16.180.159,192.168.92.136
529,UDP,Email Transmission,Malicious,172.16.198.190,192.168.230.139
681,ICMP,VPN Tunnel,Malicious,172.16.166.42,192.168.56.234
1199,UDP,Email Transmission,Normal,172.16.182.105,192.168.167.50
478,UDP,User Login,Normal,172.16.67.228,192.168.130.159
1282,UDP,Email Transmission,Malicious,172.16.59.10,192.168.133.137
827,TCP,DNS Query,Malicious,172.16.147.224,192.168.225.174
1259,ICMP,User Login,Malicious,172.16.125.102,192.168.173.240
1076,ICMP,User Login,Normal,172.16.155.247,192.168.193.237
454,UDP,Web Request,Malicious,172.16.84.90,192.168.81.52
689,ICMP,Malware Command,Normal,172.16.147.182,192.168.247.221
369,TCP,Malware Command,Malicious,172.16.34.67,192.168.58.191
892,UDP,Cloud Sync,Malicious,172.16.154.152,192.168.163.32
1329,UDP,Web Request,Normal,172.16.128.196,192.168.237.143
1178,UDP,Brute Force Login,Malicious,172.16.120.58,192.168.97.174
107,UDP,API Request,Malicious,172.16.23.137,192.168.230.198
72,TCP,File Transfer,Malicious,172.16.221.107,192.168.233.186
360,UDP,Malware Command,Malicious,172.16.143.4,192.168.81.18
459,ICMP,API Request,Malicious,172.16.172.90,192.168.98.215
382,TCP,Malware Command,Malicious,172.16.209.15,192.168.70.82
331,UDP,DDoS SYN Flood,Normal,172.16.89.160,192.168.15.141
1376,UDP,VPN Tunnel,Normal,172.16.154.137,192.168.62.99
1263,UDP,ARP Spoofing,Malicious,172.16.207.69,192.168.167.75
266,TCP,Malware Command,Normal,172.16.14.147,192.168.175.2
117,ICMP,DDoS SYN Flood,Malicious,172.16.244.128,192.168.162.1
223,UDP,SQL Injection,Normal,172.16.218.139,192.168.131.105
372,TCP,DNS Query,Malicious,172.16.225.214,192.168.224.54
1068,ICMP,Brute Force Login,Normal,172.16.197.194,192.168.180.166
683,UDP,Brute Force Login,Normal,172.16.241.52,192.168.114.134
750,UDP,Data Exfiltration,Normal,172.16.65.36,192.168.44.155
187,ICMP,API Request,Malicious,172.16.231.51,192.168.81.13
739,TCP,Heartbeat Packet,Malicious,172.16.196.161,192.168.11.13
122,TCP,Brute Force Login,Malicious,172.16.67.96,192.168.240.54
1262,TCP,Suspicious Payload,Malicious,172.16.155.97,192.168.92.2
261,TCP,ARP Spoofing,Malicious,172.16.58.144,192.168.94.23
436,ICMP,Data Exfiltration,Malicious,172.16.44.49,192.168.174.149
535,UDP,Brute Force Login,Malicious,172.16.132.64,192.168.50.187
1298,ICMP,User Login,Normal,172.16.178.227,192.168.197.134
1345,TCP,Email Transmission,Malicious,172.16.205.100,192.168.22.6
1341,ICMP,Suspicious Payload,Normal,172.16.56.160,192.168.65.44
760,UDP,Data Exfiltration,Malicious,172.16.254.221,192.168.86.26
989,UDP,DDoS SYN Flood,Malicious,172.16.194.194,192.168.110.65
531,ICMP,Brute Force Login,Normal,172.16.183.10,192.168.34.59
1098,UDP,Unauthorized Access,Normal,172.16.77.47,192.168.154.181
218,TCP,Data Exfiltration,Malicious,172.16.130.102,192.168.111.86
585,UDP,DDoS SYN Flood,Malicious,172.16.193.106,192.168.163.248
1353,ICMP,VPN Tunnel,Malicious,172.16.89.227,192.168.23.137
1324,UDP,DNS Query,Normal,172.16.98.237,192.168.150.8
849,TCP,SQL Injection,Malicious,172.16.157.250,192.168.242.44
759,ICMP,DNS Query,Malicious,172.16.57.55,192.168.217.233
959,TCP,DNS Query,Malicious,172.16.103.204,192.168.111.189
490,ICMP,Suspicious Payload,Malicious,172.16.51.106,192.168.36.163
1460,ICMP,Suspicious Payload,Normal,172.16.195.248,192.168.109.105
1097,TCP,VPN Tunnel,Normal,172.16.92.73,192.168.132.135
463,UDP,Port Scan,Normal,172.16.233.102,192.168.66.223
973,TCP,API Request,Malicious,172.16.209.87,192.168.123.15
1301,ICMP,ARP Spoofing,Normal,172.16.166.189,192.168.226.5
560,ICMP,Cloud Sync,Malicious,172.16.176.80,192.168.39.16
609,ICMP,User Login,Normal,172.16.57.70,192.168.210.71
292,ICMP,ARP Spoofing,Normal,172.16.40.131,192.168.166.49
506,TCP,File Transfer,Malicious,172.16.43.127,192.168.246.100
225,ICMP,Malware Command,Normal,172.16.220.111,192.168.152.121
500,UDP,API Request,Normal,172.16.53.242,192.168.41.174
958,UDP,SQL Injection,Normal,172.16.125.192,192.168.139.252
607,ICMP,SQL Injection,Malicious,172.16.180.67,192.168.67.54
363,ICMP,Port Scan,Malicious,172.16.241.81,192.168.78.203
259,UDP,Brute Force Login,Normal,172.16.230.175,192.168.197.175
268,ICMP,DNS Query,Malicious,172.16.228.109,192.168.179.192
