Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
187,ICMP,DNS Query,Malicious,172.16.229.248,192.168.98.250
85,UDP,File Transfer,Malicious,172.16.69.244,192.168.142.166
251,ICMP,Port Scan,Normal,172.16.182.248,192.168.151.212
955,TCP,Cloud Sync,Normal,172.16.191.214,192.168.136.205
285,UDP,DDoS SYN Flood,Normal,172.16.254.124,192.168.54.53
430,TCP,DDoS SYN Flood,Malicious,172.16.41.34,192.168.245.67
634,TCP,Database Query,Normal,172.16.139.149,192.168.33.5
1057,ICMP,Botnet Traffic,Malicious,172.16.135.212,192.168.66.98
391,ICMP,Cloud Sync,Normal,172.16.72.133,192.168.253.39
343,UDP,SQL Injection,Malicious,172.16.52.231,192.168.209.41
498,ICMP,Email Transmission,Malicious,172.16.166.106,192.168.94.152
93,UDP,Cloud Sync,Normal,172.16.125.111,192.168.22.123
296,UDP,DDoS SYN Flood,Normal,172.16.254.23,192.168.209.254
1413,TCP,DNS Query,Normal,172.16.69.36,192.168.160.217
170,ICMP,Botnet Traffic,Normal,172.16.59.137,192.168.191.97
614,TCP,Port Scan,Normal,172.16.220.103,192.168.67.254
1211,ICMP,User Login,Malicious,172.16.15.223,192.168.99.72
80,UDP,Port Scan,Normal,172.16.76.208,192.168.76.12
686,UDP,Web Request,Malicious,172.16.231.212,192.168.25.160
1449,UDP,API Request,Normal,172.16.197.117,192.168.62.36
655,TCP,Database Query,Normal,172.16.90.142,192.168.187.67
415,ICMP,API Request,Malicious,172.16.10.38,192.168.224.207
265,TCP,User Login,Normal,172.16.59.73,192.168.22.166
94,ICMP,DNS Query,Normal,172.16.118.204,192.168.161.197
192,UDP,Heartbeat Packet,Normal,172.16.249.229,192.168.62.203
969,TCP,Unauthorized Access,Malicious,172.16.148.168,192.168.103.22
1245,TCP,Suspicious Payload,Malicious,172.16.245.250,192.168.217.65
701,TCP,Database Query,Malicious,172.16.54.103,192.168.115.39
262,TCP,SQL Injection,Malicious,172.16.243.39,192.168.111.231
1000,ICMP,Port Scan,Malicious,172.16.20.68,192.168.103.51
1174,TCP,Heartbeat Packet,Malicious,172.16.114.202,192.168.122.82
432,TCP,SQL Injection,Normal,172.16.246.95,192.168.208.191
930,UDP,Web Request,Malicious,172.16.215.2,192.168.111.47
1087,TCP,Malware Command,Malicious,172.16.163.176,192.168.124.227
653,UDP,Botnet Traffic,Malicious,172.16.62.215,192.168.234.89
1268,ICMP,VPN Tunnel,Malicious,172.16.6.89,192.168.233.181
478,UDP,Data Exfiltration,Malicious,172.16.182.105,192.168.239.119
1484,UDP,Email Transmission,Normal,172.16.15.111,192.168.112.150
182,ICMP,SQL Injection,Malicious,172.16.121.174,192.168.234.172
559,ICMP,Data Exfiltration,Malicious,172.16.242.164,192.168.149.26
1247,UDP,Data Exfiltration,Normal,172.16.173.32,192.168.240.7
1158,UDP,Email Transmission,Malicious,172.16.186.194,192.168.51.118
875,UDP,Brute Force Login,Malicious,172.16.166.225,192.168.202.84
78,UDP,DNS Query,Malicious,172.16.245.204,192.168.28.245
440,ICMP,File Transfer,Normal,172.16.2.129,192.168.74.88
257,UDP,VPN Tunnel,Normal,172.16.86.254,192.168.190.196
134,ICMP,Suspicious Payload,Normal,172.16.102.149,192.168.150.232
1005,TCP,DDoS SYN Flood,Malicious,172.16.157.170,192.168.188.111
1185,TCP,Suspicious Payload,Malicious,172.16.247.128,192.168.28.66
729,UDP,Suspicious Payload,Malicious,172.16.209.162,192.168.142.9
1132,TCP,Port Scan,Malicious,172.16.210.254,192.168.244.76
694,UDP,Database Query,Normal,172.16.203.7,192.168.67.188
386,ICMP,Data Exfiltration,Normal,172.16.249.100,192.168.32.81
599,UDP,Brute Force Login,Normal,172.16.226.170,192.168.124.185
428,TCP,VPN Tunnel,Normal,172.16.162.38,192.168.74.151
739,TCP,VPN Tunnel,Malicious,172.16.82.144,192.168.91.73
1079,UDP,User Login,Malicious,172.16.140.199,192.168.237.253
1089,UDP,Database Query,Normal,172.16.82.167,192.168.30.186
357,ICMP,Email Transmission,Malicious,172.16.242.23,192.168.23.179
802,UDP,Malware Command,Normal,172.16.240.17,192.168.187.82
1149,ICMP,User Login,Malicious,172.16.52.44,192.168.26.13
1151,UDP,Cloud Sync,Malicious,172.16.126.34,192.168.251.221
1470,UDP,Email Transmission,Malicious,172.16.182.68,192.168.137.112
1438,ICMP,Brute Force Login,Malicious,172.16.79.81,192.168.203.9
883,ICMP,User Login,Malicious,172.16.102.105,192.168.201.212
967,UDP,Malware Command,Malicious,172.16.104.248,192.168.114.66
532,ICMP,Database Query,Malicious,172.16.136.161,192.168.9.243
665,ICMP,Cloud Sync,Normal,172.16.118.55,192.168.65.83
750,ICMP,SQL Injection,Malicious,172.16.134.223,192.168.112.25
611,ICMP,User Login,Malicious,172.16.57.203,192.168.84.130
50,UDP,ARP Spoofing,Normal,172.16.127.178,192.168.139.140
1137,UDP,ARP Spoofing,Malicious,172.16.76.183,192.168.213.227
260,TCP,File Transfer,Malicious,172.16.188.92,192.168.215.173
680,UDP,Heartbeat Packet,Malicious,172.16.113.248,192.168.252.34
798,TCP,File Transfer,Normal,172.16.82.230,192.168.27.231
177,ICMP,Web Request,Normal,172.16.119.127,192.168.13.139
1087,UDP,File Transfer,Normal,172.16.81.60,192.168.202.69
602,TCP,Cloud Sync,Normal,172.16.246.109,192.168.52.202
1367,TCP,ARP Spoofing,Normal,172.16.172.118,192.168.152.35
1133,TCP,Unauthorized Access,Normal,172.16.212.11,192.168.75.234
673,UDP,Email Transmission,Malicious,172.16.114.231,192.168.117.238
169,UDP,Database Query,Normal,172.16.59.247,192.168.101.58
1037,UDP,Database Query,Normal,172.16.104.212,192.168.249.251
972,UDP,Brute Force Login,Normal,172.16.159.172,192.168.251.2
1006,ICMP,Web Request,Normal,172.16.249.35,192.168.112.15
325,TCP,Botnet Traffic,Normal,172.16.128.231,192.168.105.117
785,UDP,Botnet Traffic,Malicious,172.16.226.135,192.168.29.136
1295,ICMP,Unauthorized Access,Malicious,172.16.131.122,192.168.24.126
1459,UDP,VPN Tunnel,Malicious,172.16.224.79,192.168.83.96
606,TCP,DNS Query,Normal,172.16.142.81,192.168.181.9
993,ICMP,Malware Command,Normal,172.16.197.249,192.168.69.243
406,UDP,Botnet Traffic,Normal,172.16.183.214,192.168.18.162
1072,ICMP,File Transfer,Malicious,172.16.141.116,192.168.60.24
1088,TCP,File Transfer,Malicious,172.16.115.40,192.168.95.104
469,TCP,DDoS SYN Flood,Normal,172.16.246.211,192.168.152.48
282,UDP,DNS Query,Normal,172.16.120.49,192.168.162.225
587,UDP,DNS Query,Malicious,172.16.196.20,192.168.70.141
815,TCP,Cloud Sync,Normal,172.16.103.42,192.168.188.131
142,UDP,API Request,Normal,172.16.29.59,192.168.213.43
56,UDP,Email Transmission,Malicious,172.16.143.142,192.168.56.245
193,UDP,ARP Spoofing,Normal,172.16.161.58,192.168.236.208
964,UDP,VPN Tunnel,Malicious,172.16.94.205,192.168.245.201
934,UDP,DNS Query,Malicious,172.16.37.130,192.168.89.197
187,TCP,Cloud Sync,Malicious,172.16.101.120,192.168.215.239
1402,TCP,Data Exfiltration,Normal,172.16.135.246,192.168.18.34
1178,ICMP,DDoS SYN Flood,Malicious,172.16.178.155,192.168.97.130
1005,TCP,Email Transmission,Normal,172.16.7.94,192.168.115.167
481,ICMP,Port Scan,Normal,172.16.184.88,192.168.186.148
684,ICMP,Botnet Traffic,Normal,172.16.191.159,192.168.210.239
1256,TCP,VPN Tunnel,Malicious,172.16.147.192,192.168.128.47
233,TCP,API Request,Normal,172.16.207.83,192.168.99.27
695,ICMP,DNS Query,Normal,172.16.152.12,192.168.101.56
