Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
651,TCP,Web Request,Malicious,172.16.26.63,192.168.102.153
436,ICMP,Botnet Traffic,Normal,172.16.51.145,192.168.249.250
1174,ICMP,User Login,Normal,172.16.83.155,192.168.159.237
219,TCP,Unauthorized Access,Normal,172.16.156.243,192.168.25.124
1040,ICMP,Cloud Sync,Normal,172.16.165.158,192.168.206.184
1481,ICMP,Brute Force Login,Malicious,172.16.157.180,192.168.219.1
852,ICMP,Brute Force Login,Normal,172.16.74.217,192.168.167.137
482,TCP,DNS Query,Normal,172.16.126.248,192.168.185.224
546,ICMP,Web Request,Malicious,172.16.82.182,192.168.89.112
485,UDP,Brute Force Login,Malicious,172.16.250.22,192.168.155.159
289,UDP,Web Request,Malicious,172.16.20.112,192.168.67.125
324,ICMP,Database Query,Normal,172.16.85.181,192.168.221.134
199,TCP,API Request,Normal,172.16.157.142,192.168.106.217
437,UDP,Email Transmission,Normal,172.16.22.195,192.168.205.107
324,UDP,Suspicious Payload,Normal,172.16.126.139,192.168.220.35
737,UDP,Brute Force Login,Malicious,172.16.120.16,192.168.145.209
104,UDP,Heartbeat Packet,Malicious,172.16.94.150,192.168.18.94
1145,ICMP,ARP Spoofing,Malicious,172.16.76.142,192.168.55.126
1023,ICMP,ARP Spoofing,Normal,172.16.166.208,192.168.206.192
946,TCP,Heartbeat Packet,Malicious,172.16.170.175,192.168.235.76
1133,TCP,User Login,Normal,172.16.103.161,192.168.92.74
1381,ICMP,SQL Injection,Malicious,172.16.249.50,192.168.38.161
590,ICMP,Botnet Traffic,Malicious,172.16.70.240,192.168.144.37
1391,TCP,Suspicious Payload,Malicious,172.16.78.117,192.168.13.98
965,ICMP,Brute Force Login,Normal,172.16.82.162,192.168.11.68
598,ICMP,Web Request,Malicious,172.16.10.242,192.168.186.74
855,ICMP,File Transfer,Normal,172.16.118.8,192.168.31.6
218,UDP,DDoS SYN Flood,Malicious,172.16.233.185,192.168.216.148
402,TCP,DNS Query,Malicious,172.16.253.12,192.168.111.164
1499,UDP,DDoS SYN Flood,Malicious,172.16.207.114,192.168.200.158
1289,UDP,Web Request,Malicious,172.16.138.45,192.168.39.30
166,TCP,Heartbeat Packet,Malicious,172.16.120.24,192.168.168.33
178,ICMP,ARP Spoofing,Normal,172.16.211.87,192.168.23.168
138,UDP,API Request,Malicious,172.16.121.202,192.168.197.64
189,UDP,Heartbeat Packet,Normal,172.16.201.94,192.168.25.93
863,UDP,Data Exfiltration,Normal,172.16.82.51,192.168.26.131
204,ICMP,Botnet Traffic,Malicious,172.16.173.90,192.168.83.209
448,UDP,Heartbeat Packet,Malicious,172.16.25.110,192.168.164.84
816,UDP,Botnet Traffic,Malicious,172.16.96.37,192.168.76.219
1192,TCP,Heartbeat Packet,Malicious,172.16.31.251,192.168.13.151
605,UDP,Cloud Sync,Malicious,172.16.126.87,192.168.62.39
831,TCP,SQL Injection,Malicious,172.16.225.61,192.168.146.44
1343,ICMP,Web Request,Malicious,172.16.126.132,192.168.36.115
1335,TCP,VPN Tunnel,Malicious,172.16.81.35,192.168.106.136
153,TCP,API Request,Normal,172.16.171.43,192.168.203.86
1281,UDP,DNS Query,Malicious,172.16.236.85,192.168.9.230
1380,UDP,DDoS SYN Flood,Normal,172.16.187.71,192.168.245.1
723,TCP,Port Scan,Malicious,172.16.161.93,192.168.84.246
205,ICMP,ARP Spoofing,Malicious,172.16.229.30,192.168.120.205
460,UDP,Web Request,Normal,172.16.14.126,192.168.185.45
1263,ICMP,Email Transmission,Normal,172.16.107.51,192.168.164.249
946,UDP,Unauthorized Access,Malicious,172.16.208.147,192.168.194.127
1212,UDP,DNS Query,Normal,172.16.168.67,192.168.102.8
1328,ICMP,API Request,Malicious,172.16.228.108,192.168.250.231
1235,UDP,Malware Command,Normal,172.16.82.229,192.168.68.184
1077,UDP,Web Request,Malicious,172.16.2.10,192.168.252.187
1355,UDP,API Request,Malicious,172.16.169.191,192.168.29.202
569,TCP,Malware Command,Malicious,172.16.128.142,192.168.162.12
458,UDP,ARP Spoofing,Malicious,172.16.223.46,192.168.113.249
183,TCP,Heartbeat Packet,Normal,172.16.219.40,192.168.247.221
412,TCP,Brute Force Login,Malicious,172.16.96.5,192.168.62.61
1119,ICMP,VPN Tunnel,Normal,172.16.230.28,192.168.250.84
634,UDP,User Login,Malicious,172.16.25.119,192.168.212.63
771,TCP,Port Scan,Malicious,172.16.90.186,192.168.140.25
225,TCP,Heartbeat Packet,Normal,172.16.173.104,192.168.251.227
1219,ICMP,Unauthorized Access,Malicious,172.16.85.98,192.168.144.183
1430,TCP,Botnet Traffic,Malicious,172.16.66.236,192.168.96.29
480,TCP,Cloud Sync,Malicious,172.16.210.140,192.168.187.106
713,ICMP,ARP Spoofing,Malicious,172.16.152.46,192.168.5.238
1084,ICMP,Brute Force Login,Normal,172.16.67.64,192.168.246.246
801,ICMP,Heartbeat Packet,Normal,172.16.157.28,192.168.47.21
1486,TCP,Data Exfiltration,Normal,172.16.226.192,192.168.219.227
341,TCP,Database Query,Normal,172.16.3.159,192.168.158.14
106,UDP,Unauthorized Access,Malicious,172.16.59.148,192.168.168.141
959,UDP,Email Transmission,Normal,172.16.128.209,192.168.13.138
550,UDP,Brute Force Login,Malicious,172.16.208.132,192.168.20.81
1089,TCP,Cloud Sync,Malicious,172.16.229.194,192.168.80.168
669,TCP,SQL Injection,Malicious,172.16.224.178,192.168.233.140
889,ICMP,VPN Tunnel,Malicious,172.16.85.117,192.168.45.94
288,ICMP,Cloud Sync,Malicious,172.16.55.150,192.168.111.108
370,ICMP,VPN Tunnel,Normal,172.16.4.99,192.168.221.59
1483,UDP,Heartbeat Packet,Malicious,172.16.217.43,192.168.180.141
881,TCP,Brute Force Login,Normal,172.16.113.167,192.168.223.8
679,ICMP,Botnet Traffic,Malicious,172.16.11.147,192.168.31.165
367,TCP,User Login,Normal,172.16.214.238,192.168.175.156
732,TCP,Heartbeat Packet,Normal,172.16.54.71,192.168.41.150
829,ICMP,Heartbeat Packet,Malicious,172.16.87.214,192.168.115.217
922,UDP,Unauthorized Access,Normal,172.16.190.28,192.168.135.52
606,TCP,API Request,Normal,172.16.170.191,192.168.46.110
572,UDP,Brute Force Login,Normal,172.16.13.82,192.168.132.28
642,ICMP,Email Transmission,Normal,172.16.160.218,192.168.31.210
583,TCP,Suspicious Payload,Malicious,172.16.132.214,192.168.172.213
1092,ICMP,SQL Injection,Malicious,172.16.1.183,192.168.236.118
1402,UDP,API Request,Malicious,172.16.162.93,192.168.218.176
197,TCP,Heartbeat Packet,Normal,172.16.198.42,192.168.145.213
908,UDP,DDoS SYN Flood,Malicious,172.16.24.50,192.168.128.77
67,ICMP,Suspicious Payload,Malicious,172.16.231.164,192.168.36.151
606,TCP,User Login,Normal,172.16.247.204,192.168.184.6
987,ICMP,Cloud Sync,Malicious,172.16.118.250,192.168.144.58
528,UDP,DDoS SYN Flood,Normal,172.16.226.33,192.168.92.108
155,UDP,Unauthorized Access,Normal,172.16.245.61,192.168.5.132
143,ICMP,DDoS SYN Flood,Malicious,172.16.55.246,192.168.97.205
487,UDP,Brute Force Login,Normal,172.16.177.219,192.168.80.40
1129,UDP,SQL Injection,Malicious,172.16.190.180,192.168.20.250
1192,ICMP,Data Exfiltration,Malicious,172.16.166.91,192.168.92.149
872,ICMP,Database Query,Normal,172.16.221.139,192.168.149.197
770,ICMP,Cloud Sync,Normal,172.16.96.223,192.168.72.103
1345,TCP,Web Request,Normal,172.16.78.80,192.168.205.174
