Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
1308,ICMP,Malware Command,Critical,192.168.100.189,10.0.50.21,Malicious
572,UDP,ARP Spoofing,High,192.168.100.181,10.0.50.47,Malicious
420,TCP,Brute Force Login,High,192.168.100.86,10.0.50.56,Malicious
1481,ICMP,Data Exfiltration,High,192.168.100.48,10.0.50.119,Malicious
260,UDP,Suspicious Payload,High,192.168.100.133,10.0.50.116,Malicious
747,TCP,Botnet Traffic,Critical,192.168.100.142,10.0.50.43,Malicious
763,ICMP,Data Exfiltration,High,192.168.100.220,10.0.50.104,Malicious
563,UDP,SQL Injection,High,192.168.100.52,10.0.50.197,Malicious
459,UDP,Unauthorized Access,High,192.168.100.210,10.0.50.126,Malicious
1411,UDP,Brute Force Login,Critical,192.168.100.77,10.0.50.37,Malicious
339,TCP,Data Exfiltration,High,192.168.100.253,10.0.50.198,Malicious
425,UDP,Malware Command,High,192.168.100.163,10.0.50.25,Malicious
755,ICMP,Port Scan,High,192.168.100.113,10.0.50.226,Malicious
428,UDP,Port Scan,High,192.168.100.44,10.0.50.192,Malicious
912,ICMP,ARP Spoofing,Critical,192.168.100.184,10.0.50.92,Malicious
982,TCP,DDoS SYN Flood,Critical,192.168.100.138,10.0.50.52,Malicious
1058,ICMP,Malware Command,High,192.168.100.15,10.0.50.26,Malicious
861,TCP,Data Exfiltration,High,192.168.100.152,10.0.50.147,Malicious
1473,ICMP,DDoS SYN Flood,High,192.168.100.28,10.0.50.207,Malicious
330,TCP,Data Exfiltration,High,192.168.100.184,10.0.50.50,Malicious
884,TCP,DDoS SYN Flood,Critical,192.168.100.16,10.0.50.134,Malicious
1290,ICMP,Brute Force Login,Critical,192.168.100.48,10.0.50.166,Malicious
654,UDP,SQL Injection,High,192.168.100.88,10.0.50.246,Malicious
572,TCP,Botnet Traffic,Critical,192.168.100.166,10.0.50.189,Malicious
897,TCP,Botnet Traffic,Critical,192.168.100.103,10.0.50.57,Malicious
869,TCP,SQL Injection,High,192.168.100.46,10.0.50.213,Malicious
703,TCP,ARP Spoofing,High,192.168.100.245,10.0.50.143,Malicious
1380,TCP,Suspicious Payload,High,192.168.100.35,10.0.50.32,Malicious
752,UDP,Unauthorized Access,High,192.168.100.252,10.0.50.222,Malicious
978,UDP,Suspicious Payload,High,192.168.100.165,10.0.50.206,Malicious
943,UDP,Suspicious Payload,Critical,192.168.100.242,10.0.50.26,Malicious
453,ICMP,SQL Injection,High,192.168.100.215,10.0.50.114,Malicious
1258,TCP,DDoS SYN Flood,Critical,192.168.100.119,10.0.50.48,Malicious
275,ICMP,ARP Spoofing,Critical,192.168.100.23,10.0.50.201,Malicious
218,ICMP,Port Scan,Critical,192.168.100.134,10.0.50.187,Malicious
1354,ICMP,Unauthorized Access,Critical,192.168.100.193,10.0.50.235,Malicious
643,TCP,Data Exfiltration,High,192.168.100.114,10.0.50.66,Malicious
1084,UDP,Malware Command,Critical,192.168.100.4,10.0.50.9,Malicious
1165,TCP,Malware Command,High,192.168.100.125,10.0.50.64,Malicious
751,UDP,Botnet Traffic,Critical,192.168.100.124,10.0.50.142,Malicious
1336,ICMP,Botnet Traffic,High,192.168.100.101,10.0.50.76,Malicious
946,TCP,Suspicious Payload,Critical,192.168.100.229,10.0.50.66,Malicious
478,ICMP,Port Scan,Critical,192.168.100.75,10.0.50.193,Malicious
753,ICMP,Botnet Traffic,Critical,192.168.100.188,10.0.50.92,Malicious
840,TCP,ARP Spoofing,High,192.168.100.243,10.0.50.165,Malicious
1025,TCP,Botnet Traffic,High,192.168.100.178,10.0.50.34,Malicious
1041,UDP,Suspicious Payload,High,192.168.100.13,10.0.50.204,Malicious
631,TCP,Suspicious Payload,High,192.168.100.126,10.0.50.110,Malicious
920,UDP,SQL Injection,High,192.168.100.11,10.0.50.101,Malicious
717,UDP,Unauthorized Access,Critical,192.168.100.128,10.0.50.248,Malicious
607,ICMP,Malware Command,High,192.168.100.56,10.0.50.181,Malicious
1158,ICMP,Data Exfiltration,High,192.168.100.20,10.0.50.204,Malicious
630,TCP,ARP Spoofing,Critical,192.168.100.239,10.0.50.107,Malicious
261,ICMP,Malware Command,Critical,192.168.100.40,10.0.50.106,Malicious
663,ICMP,Port Scan,High,192.168.100.156,10.0.50.124,Malicious
960,UDP,Unauthorized Access,Critical,192.168.100.13,10.0.50.56,Malicious
389,ICMP,ARP Spoofing,High,192.168.100.59,10.0.50.254,Malicious
1377,UDP,Botnet Traffic,Critical,192.168.100.63,10.0.50.3,Malicious
596,ICMP,DDoS SYN Flood,High,192.168.100.131,10.0.50.163,Malicious
774,TCP,Port Scan,High,192.168.100.194,10.0.50.112,Malicious
864,ICMP,Brute Force Login,Critical,192.168.100.152,10.0.50.139,Malicious
1453,ICMP,Data Exfiltration,High,192.168.100.17,10.0.50.71,Malicious
1292,UDP,SQL Injection,Critical,192.168.100.205,10.0.50.194,Malicious
1327,TCP,Data Exfiltration,High,192.168.100.51,10.0.50.234,Malicious
714,UDP,ARP Spoofing,High,192.168.100.218,10.0.50.81,Malicious
356,ICMP,Malware Command,Critical,192.168.100.148,10.0.50.58,Malicious
479,UDP,DDoS SYN Flood,High,192.168.100.94,10.0.50.113,Malicious
434,TCP,Suspicious Payload,Critical,192.168.100.3,10.0.50.95,Malicious
782,ICMP,Botnet Traffic,Critical,192.168.100.187,10.0.50.253,Malicious
667,ICMP,Unauthorized Access,High,192.168.100.173,10.0.50.206,Malicious
1360,UDP,DDoS SYN Flood,Critical,192.168.100.226,10.0.50.160,Malicious
950,UDP,Botnet Traffic,High,192.168.100.247,10.0.50.101,Malicious
968,TCP,Botnet Traffic,High,192.168.100.101,10.0.50.148,Malicious
1277,UDP,Data Exfiltration,High,192.168.100.181,10.0.50.237,Malicious
682,TCP,Brute Force Login,High,192.168.100.46,10.0.50.146,Malicious
610,ICMP,Port Scan,High,192.168.100.192,10.0.50.62,Malicious
736,UDP,Suspicious Payload,Critical,192.168.100.226,10.0.50.59,Malicious
960,TCP,Malware Command,Critical,192.168.100.57,10.0.50.134,Malicious
1448,UDP,Unauthorized Access,Critical,192.168.100.90,10.0.50.10,Malicious
676,ICMP,Suspicious Payload,Critical,192.168.100.209,10.0.50.120,Malicious
394,UDP,Brute Force Login,Critical,192.168.100.139,10.0.50.124,Malicious
1417,ICMP,ARP Spoofing,High,192.168.100.64,10.0.50.128,Malicious
587,UDP,Botnet Traffic,High,192.168.100.193,10.0.50.88,Malicious
1438,ICMP,Botnet Traffic,Critical,192.168.100.69,10.0.50.176,Malicious
995,ICMP,Suspicious Payload,Critical,192.168.100.242,10.0.50.211,Malicious
200,ICMP,Botnet Traffic,High,192.168.100.118,10.0.50.203,Malicious
507,TCP,Malware Command,High,192.168.100.193,10.0.50.79,Malicious
419,UDP,Malware Command,Critical,192.168.100.127,10.0.50.223,Malicious
879,ICMP,Data Exfiltration,High,192.168.100.8,10.0.50.188,Malicious
640,ICMP,Port Scan,Critical,192.168.100.44,10.0.50.55,Malicious
995,UDP,DDoS SYN Flood,Critical,192.168.100.212,10.0.50.30,Malicious
732,UDP,Suspicious Payload,High,192.168.100.182,10.0.50.71,Malicious
677,ICMP,Port Scan,Critical,192.168.100.51,10.0.50.64,Malicious
1032,UDP,ARP Spoofing,High,192.168.100.132,10.0.50.171,Malicious
304,TCP,Botnet Traffic,High,192.168.100.178,10.0.50.189,Malicious
960,TCP,Botnet Traffic,Critical,192.168.100.27,10.0.50.116,Malicious
606,ICMP,Data Exfiltration,High,192.168.100.229,10.0.50.46,Malicious
454,UDP,Unauthorized Access,High,192.168.100.64,10.0.50.170,Malicious
924,ICMP,Unauthorized Access,Critical,192.168.100.130,10.0.50.81,Malicious
1353,UDP,Malware Command,Critical,192.168.100.32,10.0.50.237,Malicious
910,TCP,Suspicious Payload,Critical,192.168.100.199,10.0.50.196,Malicious
469,ICMP,Suspicious Payload,High,192.168.100.64,10.0.50.170,Malicious
463,ICMP,Brute Force Login,Critical,192.168.100.244,10.0.50.193,Malicious
712,ICMP,Botnet Traffic,Critical,192.168.100.51,10.0.50.77,Malicious
605,TCP,Unauthorized Access,Critical,192.168.100.32,10.0.50.123,Malicious
1453,TCP,SQL Injection,Critical,192.168.100.96,10.0.50.251,Malicious
1064,ICMP,Unauthorized Access,High,192.168.100.37,10.0.50.85,Malicious
1374,ICMP,Botnet Traffic,Critical,192.168.100.85,10.0.50.99,Malicious
1137,ICMP,Data Exfiltration,High,192.168.100.77,10.0.50.183,Malicious
692,TCP,Botnet Traffic,High,192.168.100.78,10.0.50.128,Malicious
842,TCP,Malware Command,Critical,192.168.100.223,10.0.50.196,Malicious
940,ICMP,DDoS SYN Flood,Critical,192.168.100.158,10.0.50.61,Malicious
545,TCP,Port Scan,High,192.168.100.149,10.0.50.129,Malicious
483,UDP,SQL Injection,Critical,192.168.100.60,10.0.50.178,Malicious
200,TCP,SQL Injection,High,192.168.100.145,10.0.50.22,Malicious
829,TCP,Suspicious Payload,High,192.168.100.57,10.0.50.23,Malicious
796,ICMP,Port Scan,Critical,192.168.100.21,10.0.50.63,Malicious
1301,UDP,DDoS SYN Flood,High,192.168.100.103,10.0.50.202,Malicious
1421,TCP,Port Scan,Critical,192.168.100.118,10.0.50.59,Malicious
305,UDP,Port Scan,High,192.168.100.39,10.0.50.53,Malicious
503,TCP,DDoS SYN Flood,High,192.168.100.114,10.0.50.78,Malicious
816,ICMP,Brute Force Login,Critical,192.168.100.104,10.0.50.50,Malicious
407,ICMP,Unauthorized Access,Critical,192.168.100.206,10.0.50.223,Malicious
1301,ICMP,ARP Spoofing,Critical,192.168.100.148,10.0.50.73,Malicious
1459,TCP,DDoS SYN Flood,Critical,192.168.100.44,10.0.50.105,Malicious
1311,TCP,Data Exfiltration,Critical,192.168.100.62,10.0.50.92,Malicious
784,UDP,Data Exfiltration,Critical,192.168.100.19,10.0.50.13,Malicious
683,UDP,Port Scan,Critical,192.168.100.79,10.0.50.159,Malicious
1169,ICMP,SQL Injection,Critical,192.168.100.196,10.0.50.20,Malicious
