Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
688,UDP,Heartbeat Packet,Normal,172.16.208.168,192.168.65.238
105,TCP,VPN Tunnel,Malicious,172.16.49.140,192.168.59.71
614,UDP,API Request,Malicious,172.16.178.249,192.168.254.29
518,UDP,Suspicious Payload,Malicious,172.16.243.251,192.168.80.254
380,ICMP,VPN Tunnel,Normal,172.16.29.106,192.168.234.58
1274,UDP,User Login,Normal,172.16.182.158,192.168.97.85
1382,UDP,File Transfer,Normal,172.16.28.44,192.168.179.119
760,TCP,ARP Spoofing,Normal,172.16.163.238,192.168.134.122
1029,UDP,Malware Command,Normal,172.16.85.113,192.168.114.6
416,ICMP,ARP Spoofing,Normal,172.16.158.248,192.168.5.101
190,ICMP,Brute Force Login,Normal,172.16.48.202,192.168.148.195
87,TCP,Data Exfiltration,Malicious,172.16.153.39,192.168.169.125
700,TCP,Cloud Sync,Malicious,172.16.164.2,192.168.107.99
999,ICMP,Botnet Traffic,Normal,172.16.177.184,192.168.122.141
203,ICMP,VPN Tunnel,Malicious,172.16.175.96,192.168.176.151
767,ICMP,SQL Injection,Malicious,172.16.214.202,192.168.115.136
1162,TCP,Heartbeat Packet,Malicious,172.16.73.50,192.168.88.122
274,UDP,ARP Spoofing,Malicious,172.16.223.228,192.168.32.207
63,TCP,Email Transmission,Malicious,172.16.24.231,192.168.169.20
673,TCP,DDoS SYN Flood,Normal,172.16.74.17,192.168.205.121
1412,UDP,DNS Query,Normal,172.16.227.162,192.168.55.61
791,UDP,DDoS SYN Flood,Normal,172.16.116.170,192.168.210.151
543,TCP,ARP Spoofing,Normal,172.16.248.49,192.168.252.89
1401,TCP,API Request,Malicious,172.16.248.33,192.168.6.184
181,ICMP,DNS Query,Malicious,172.16.88.234,192.168.184.106
471,UDP,Heartbeat Packet,Malicious,172.16.113.4,192.168.87.30
716,ICMP,Cloud Sync,Normal,172.16.94.19,192.168.161.204
1268,UDP,Port Scan,Malicious,172.16.125.111,192.168.167.230
1144,UDP,ARP Spoofing,Malicious,172.16.9.74,192.168.98.210
295,UDP,Cloud Sync,Normal,172.16.85.32,192.168.198.198
1069,TCP,Email Transmission,Malicious,172.16.56.249,192.168.67.158
95,TCP,File Transfer,Normal,172.16.67.192,192.168.11.181
861,UDP,SQL Injection,Normal,172.16.245.111,192.168.216.83
180,TCP,Web Request,Malicious,172.16.185.178,192.168.197.205
349,UDP,User Login,Normal,172.16.208.80,192.168.232.211
716,UDP,SQL Injection,Normal,172.16.53.253,192.168.231.76
121,UDP,Database Query,Malicious,172.16.80.86,192.168.193.228
1111,UDP,Web Request,Normal,172.16.234.96,192.168.134.120
994,ICMP,Port Scan,Malicious,172.16.20.171,192.168.1.110
371,ICMP,Port Scan,Malicious,172.16.59.225,192.168.45.119
889,UDP,API Request,Normal,172.16.159.219,192.168.213.206
