Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
433,UDP,Unauthorized Access,Malicious,172.16.34.40,192.168.18.112
630,UDP,Malware Command,Malicious,172.16.72.192,192.168.86.4
754,UDP,Suspicious Payload,Malicious,172.16.76.183,192.168.24.122
788,UDP,File Transfer,Normal,172.16.3.29,192.168.75.119
223,ICMP,Heartbeat Packet,Malicious,172.16.55.131,192.168.92.247
159,ICMP,Botnet Traffic,Malicious,172.16.93.180,192.168.61.6
1354,ICMP,File Transfer,Normal,172.16.82.104,192.168.252.66
668,UDP,DDoS SYN Flood,Normal,172.16.175.24,192.168.31.58
1322,TCP,Suspicious Payload,Normal,172.16.5.108,192.168.214.34
446,ICMP,Unauthorized Access,Malicious,172.16.88.156,192.168.2.231
193,TCP,Botnet Traffic,Normal,172.16.217.54,192.168.212.224
504,UDP,SQL Injection,Normal,172.16.130.233,192.168.225.147
717,TCP,Data Exfiltration,Malicious,172.16.87.27,192.168.65.38
305,UDP,DNS Query,Malicious,172.16.225.24,192.168.62.228
816,UDP,Cloud Sync,Normal,172.16.172.246,192.168.14.85
1181,TCP,DNS Query,Malicious,172.16.204.61,192.168.103.224
182,ICMP,File Transfer,Normal,172.16.217.59,192.168.181.158
518,UDP,Database Query,Normal,172.16.179.223,192.168.240.50
1461,UDP,Data Exfiltration,Malicious,172.16.37.105,192.168.37.52
497,TCP,API Request,Normal,172.16.43.80,192.168.15.16
1157,UDP,DNS Query,Malicious,172.16.193.166,192.168.228.108
1378,TCP,Malware Command,Normal,172.16.170.77,192.168.141.188
910,TCP,Unauthorized Access,Malicious,172.16.208.20,192.168.104.236
236,ICMP,Brute Force Login,Normal,172.16.253.221,192.168.48.230
670,UDP,Data Exfiltration,Malicious,172.16.103.12,192.168.82.200
250,UDP,Brute Force Login,Normal,172.16.98.218,192.168.167.228
464,TCP,SQL Injection,Malicious,172.16.215.44,192.168.6.72
277,ICMP,Malware Command,Malicious,172.16.93.184,192.168.245.176
937,ICMP,Port Scan,Normal,172.16.131.170,192.168.120.136
502,UDP,Data Exfiltration,Normal,172.16.70.146,192.168.249.60
109,UDP,VPN Tunnel,Malicious,172.16.137.105,192.168.69.36
252,ICMP,User Login,Malicious,172.16.114.153,192.168.39.203
242,UDP,Heartbeat Packet,Malicious,172.16.125.16,192.168.25.129
399,UDP,Botnet Traffic,Normal,172.16.63.171,192.168.129.108
245,ICMP,Brute Force Login,Normal,172.16.83.177,192.168.207.62
1476,TCP,Suspicious Payload,Malicious,172.16.221.108,192.168.69.189
290,UDP,ARP Spoofing,Malicious,172.16.252.26,192.168.115.144
140,UDP,Heartbeat Packet,Malicious,172.16.34.126,192.168.87.12
951,ICMP,Web Request,Malicious,172.16.110.136,192.168.72.86
497,TCP,DDoS SYN Flood,Normal,172.16.87.29,192.168.175.214
402,ICMP,Cloud Sync,Malicious,172.16.19.193,192.168.2.182
